"date","measurer","block","pos","dmg.score","egg","larvae","adult","weevil","other.herb","undamaged.stems","damaged.stems","total.stems","focal.dam","notes","ind","prop_dam","treatment"
"19-Jun-19","Claire","E4","24",3,TRUE,FALSE,FALSE,NA,NA,2,0,"2","0","","E4-24",0,"control"
"19-Jun-19","Claire","E4","25",2,TRUE,TRUE,FALSE,NA,NA,5,0,"5","0","","E4-25",0,"control"
"19-Jun-19","Claire","E4","26",1,TRUE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-26",0,"control"
"19-Jun-19","Claire","E4","27",1,TRUE,TRUE,FALSE,NA,NA,1,0,"1","0","","E4-27",0,"control"
"19-Jun-19","Claire","E4","28",3,TRUE,TRUE,FALSE,NA,NA,2,2,"4","0","","E4-28",0.5,"control"
"19-Jun-19","Claire","E4","29",2,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-29",0,"control"
"19-Jun-19","Claire","E4","30",2,TRUE,TRUE,FALSE,NA,NA,2,0,"2","0","","E4-30",0,"control"
"19-Jun-19","Claire","E4","31",2,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-31",0,"control"
"19-Jun-19","Claire","E4","32",2,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-32",0,"control"
"19-Jun-19","Claire","E4","33",2,TRUE,FALSE,FALSE,NA,NA,2,1,"3","0","","E4-33",0.333333333333333,"control"
"19-Jun-19","Claire","E4","34",2,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-34",0,"control"
"19-Jun-19","Claire","E4","35",2,TRUE,TRUE,FALSE,NA,NA,2,0,"2","0","","E4-35",0,"control"
"19-Jun-19","Claire","E4","36",2,TRUE,FALSE,FALSE,NA,NA,2,0,"2","0","","E4-36",0,"control"
"19-Jun-19","Claire","E4","37",2,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-37",0,"control"
"19-Jun-19","Claire","E4","38",2,TRUE,FALSE,TRUE,NA,NA,2,1,"3","0","","E4-38",0.333333333333333,"control"
"19-Jun-19","Claire","E4","39",1,TRUE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-39",0,"control"
"19-Jun-19","Claire","E4","40",1,TRUE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-40",0.25,"control"
"19-Jun-19","Claire","E4","41",1,TRUE,FALSE,FALSE,NA,NA,7,0,"7","0","","E4-41",0,"control"
"19-Jun-19","Claire","E4","42",2,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-42",0,"control"
"19-Jun-19","Claire","E4","43",2,TRUE,TRUE,FALSE,NA,NA,2,1,"3","0","","E4-43",0.333333333333333,"control"
"19-Jun-19","Claire","E4","44",0,FALSE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-44",0,"control"
"19-Jun-19","Claire","E4","45",3,TRUE,TRUE,FALSE,NA,NA,5,0,"5","0","","E4-45",0,"control"
"19-Jun-19","Claire","E4","46",3,TRUE,FALSE,TRUE,NA,NA,3,0,"3","0","","E4-46",0,"control"
"19-Jun-19","Claire","E4","47",1,FALSE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-47",0,"control"
"19-Jun-19","Claire","E4","48",3,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-48",0,"control"
"19-Jun-19","Claire","E4","49",1,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-49",0,"control"
"19-Jun-19","Claire","E4","50",1,TRUE,TRUE,FALSE,NA,NA,2,0,"2","0","","E4-50",0,"control"
"19-Jun-19","Claire","E4","51",1,TRUE,FALSE,FALSE,NA,NA,7,0,"7","0","","E4-51",0,"control"
"19-Jun-19","Claire","E4","52",1,FALSE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-52",0,"control"
"19-Jun-19","Claire","E4","53",3,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-53",0,"control"
"19-Jun-19","Claire","E4","54",1,TRUE,FALSE,FALSE,NA,NA,5,1,"6","1","","E4-54",0.166666666666667,"control"
"19-Jun-19","Claire","E4","55",1,TRUE,FALSE,FALSE,NA,NA,6,1,"7","0","","E4-55",0.142857142857143,"control"
"19-Jun-19","Claire","E4","56",2,TRUE,TRUE,FALSE,NA,NA,6,3,"9","0","","E4-56",0.333333333333333,"control"
"19-Jun-19","Claire","E4","57",2,TRUE,FALSE,FALSE,NA,NA,7,0,"7","0","","E4-57",0,"control"
"19-Jun-19","Claire","E4","58",1,TRUE,TRUE,FALSE,NA,NA,3,2,"5","1","","E4-58",0.4,"control"
"19-Jun-19","Claire","E4","59",1,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-59",0,"control"
"19-Jun-19","Claire","E4","60",1,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-60",0,"control"
"19-Jun-19","Claire","E4","61",2,TRUE,TRUE,FALSE,NA,NA,11,0,"11","0","","E4-61",0,"control"
"19-Jun-19","Claire","E4","62",1,FALSE,FALSE,FALSE,NA,NA,2,5,"7","0","","E4-62",0.714285714285714,"control"
"19-Jun-19","Claire","E4","63",1,TRUE,FALSE,FALSE,NA,NA,3,3,"6","0","","E4-63",0.5,"control"
"19-Jun-19","Claire","E4","64",1,TRUE,TRUE,FALSE,NA,NA,2,1,"3","1","","E4-64",0.333333333333333,"control"
"19-Jun-19","Claire","E4","65",2,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-65",0,"control"
"19-Jun-19","Claire","E4","66",3,TRUE,TRUE,FALSE,NA,NA,5,1,"6","0","","E4-66",0.166666666666667,"control"
"19-Jun-19","Claire","E4","67",2,TRUE,TRUE,FALSE,NA,NA,2,1,"3","0","","E4-67",0.333333333333333,"control"
"19-Jun-19","Claire","E4","68",1,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-68",0,"control"
"19-Jun-19","Claire","E4","69",1,TRUE,TRUE,FALSE,NA,NA,5,1,"6","0","","E4-69",0.166666666666667,"control"
"19-Jun-19","Claire","E4","70",1,TRUE,TRUE,FALSE,NA,NA,2,1,"3","1","","E4-70",0.333333333333333,"control"
"19-Jun-19","Claire","E4","71",1,TRUE,TRUE,FALSE,NA,NA,5,4,"9","0","","E4-71",0.444444444444444,"control"
"19-Jun-19","Claire","E4","72",2,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-72",0,"control"
"19-Jun-19","Claire","E4","73",3,TRUE,FALSE,FALSE,NA,NA,6,3,"9","0","","E4-73",0.333333333333333,"control"
"19-Jun-19","Claire","E4","74",2,TRUE,TRUE,FALSE,NA,NA,5,2,"7","0","","E4-74",0.285714285714286,"control"
"19-Jun-19","Claire","E4","75",2,TRUE,TRUE,FALSE,NA,NA,2,4,"6","1","","E4-75",0.666666666666667,"control"
"19-Jun-19","Claire","E4","76",1,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-76",0,"control"
"19-Jun-19","Claire","E4","77",2,TRUE,TRUE,FALSE,NA,NA,9,1,"10","0","","E4-77",0.1,"control"
"19-Jun-19","Claire","E4","78",2,TRUE,TRUE,FALSE,NA,NA,1,2,"3","0","","E4-78",0.666666666666667,"control"
"19-Jun-19","Claire","E4","79",3,TRUE,FALSE,FALSE,NA,NA,16,2,"18","0","","E4-79",0.111111111111111,"control"
"19-Jun-19","Claire","E4","80",2,TRUE,TRUE,FALSE,NA,NA,3,1,"4","0","","E4-80",0.25,"control"
"19-Jun-19","Claire","E4","81",2,TRUE,TRUE,FALSE,NA,NA,7,1,"8","1","","E4-81",0.125,"control"
"19-Jun-19","Claire","E4","82",2,TRUE,TRUE,FALSE,NA,NA,3,3,"6","1","","E4-82",0.5,"control"
"19-Jun-19","Claire","E4","83",2,TRUE,FALSE,FALSE,NA,NA,4,2,"6","0","","E4-83",0.333333333333333,"control"
"19-Jun-19","Claire","E4","84",2,TRUE,FALSE,FALSE,NA,NA,7,1,"8","0","","E4-84",0.125,"control"
"19-Jun-19","Claire","E4","86",2,TRUE,TRUE,FALSE,NA,NA,2,1,"3","0","","E4-86",0.333333333333333,"control"
"19-Jun-19","Claire","E4","87",2,TRUE,TRUE,FALSE,NA,NA,3,1,"4","0","","E4-87",0.25,"control"
"19-Jun-19","Claire","E4","88",2,TRUE,TRUE,FALSE,NA,NA,12,3,"15","0","","E4-88",0.2,"control"
"19-Jun-19","Claire","E4","89",2,TRUE,FALSE,FALSE,NA,NA,7,1,"8","0","","E4-89",0.125,"control"
"19-Jun-19","Claire","E4","90",1,TRUE,TRUE,FALSE,NA,NA,5,0,"5","0","","E4-90",0,"control"
"19-Jun-19","Claire","E4","91",2,TRUE,FALSE,FALSE,NA,NA,15,4,"19","0","","E4-91",0.210526315789474,"control"
"19-Jun-19","Claire","E4","92",1,TRUE,TRUE,FALSE,NA,NA,7,1,"8","0","","E4-92",0.125,"control"
"19-Jun-19","Claire","E4","93",2,TRUE,FALSE,FALSE,NA,NA,5,4,"9","0","","E4-93",0.444444444444444,"control"
"19-Jun-19","Claire","E4","94",2,TRUE,TRUE,FALSE,NA,NA,4,3,"7","1","","E4-94",0.428571428571429,"control"
"19-Jun-19","Claire","E4","95",1,TRUE,FALSE,FALSE,NA,NA,6,2,"8","1","","E4-95",0.25,"control"
"19-Jun-19","Claire","E4","96",1,TRUE,TRUE,FALSE,NA,NA,9,1,"10","0","","E4-96",0.1,"control"
"19-Jun-19","Claire","E4","97",2,TRUE,TRUE,FALSE,NA,NA,2,3,"5","1","","E4-97",0.6,"control"
"19-Jun-19","Claire","E4","98",2,TRUE,TRUE,FALSE,NA,NA,2,3,"5","1","","E4-98",0.6,"control"
"19-Jun-19","Claire","E4","99",2,TRUE,TRUE,FALSE,NA,NA,8,6,"14","0","","E4-99",0.428571428571429,"control"
"19-Jun-19","Claire","E4","100",3,TRUE,TRUE,FALSE,NA,NA,9,4,"13","0","","E4-100",0.307692307692308,"control"
"20-Jun-19","Claire","E4","101",3,TRUE,TRUE,FALSE,NA,NA,2,0,"2","0","","E4-101",0,"control"
"20-Jun-19","Claire","E4","102",3,TRUE,TRUE,FALSE,NA,NA,0,4,"4","1","","E4-102",1,"control"
"20-Jun-19","Claire","E4","103",2,TRUE,TRUE,FALSE,NA,NA,3,1,"4","0","","E4-103",0.25,"control"
"20-Jun-19","Claire","E4","104",2,TRUE,TRUE,FALSE,NA,NA,3,2,"5","1","","E4-104",0.4,"control"
"20-Jun-19","Claire","E4","105",2,TRUE,TRUE,FALSE,NA,NA,2,4,"6","1","","E4-105",0.666666666666667,"control"
"20-Jun-19","Claire","E4","106",2,TRUE,TRUE,FALSE,NA,NA,3,2,"5","1","","E4-106",0.4,"control"
"20-Jun-19","Claire","E4","107",1,FALSE,FALSE,FALSE,NA,NA,3,2,"5","0","","E4-107",0.4,"control"
"20-Jun-19","Claire","E4","108",1,FALSE,FALSE,FALSE,NA,NA,7,3,"10","0","","E4-108",0.3,"control"
"20-Jun-19","Claire","E4","109",2,TRUE,TRUE,FALSE,NA,NA,0,4,"4","1","","E4-109",1,"control"
"20-Jun-19","Claire","E4","110",2,TRUE,FALSE,FALSE,NA,NA,2,2,"4","0","","E4-110",0.5,"control"
"20-Jun-19","Claire","E4","111",1,FALSE,FALSE,FALSE,NA,NA,7,2,"9","0","","E4-111",0.222222222222222,"control"
"20-Jun-19","Claire","E4","112",3,TRUE,TRUE,FALSE,NA,NA,4,2,"6","0","","E4-112",0.333333333333333,"control"
"20-Jun-19","Claire","E4","113",2,TRUE,FALSE,FALSE,NA,NA,7,1,"8","0","","E4-113",0.125,"control"
"20-Jun-19","Claire","E4","114",2,FALSE,TRUE,FALSE,NA,NA,4,4,"8","1","","E4-114",0.5,"control"
"20-Jun-19","Claire","E4","115",3,TRUE,TRUE,FALSE,NA,NA,1,5,"6","1","","E4-115",0.833333333333333,"control"
"20-Jun-19","Claire","E4","116",1,TRUE,FALSE,FALSE,NA,NA,5,0,"5","0","","E4-116",0,"control"
"20-Jun-19","Claire","E4","117",2,TRUE,TRUE,FALSE,NA,NA,4,0,"4","0","","E4-117",0,"control"
"20-Jun-19","Claire","E4","118",1,TRUE,FALSE,FALSE,NA,NA,1,7,"8","1","","E4-118",0.875,"control"
"20-Jun-19","Claire","E4","119",2,TRUE,FALSE,FALSE,NA,NA,7,1,"8","0","","E4-119",0.125,"control"
"20-Jun-19","Claire","E4","120",2,TRUE,TRUE,FALSE,NA,NA,8,0,"8","0","","E4-120",0,"control"
"20-Jun-19","Claire","E4","121",2,TRUE,FALSE,FALSE,NA,NA,2,1,"3","1","","E4-121",0.333333333333333,"control"
"20-Jun-19","Claire","E4","122",1,FALSE,FALSE,FALSE,NA,NA,5,0,"5","0","","E4-122",0,"control"
"20-Jun-19","Claire","E4","123",1,FALSE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-123",0,"control"
"20-Jun-19","Claire","E4","124",1,FALSE,FALSE,FALSE,NA,NA,10,0,"10","0","","E4-124",0,"control"
"20-Jun-19","Claire","E4","125",2,TRUE,TRUE,FALSE,NA,NA,6,0,"6","0","","E4-125",0,"control"
"20-Jun-19","Claire","E4","126",1,TRUE,TRUE,FALSE,NA,NA,7,4,"11","1","","E4-126",0.363636363636364,"control"
"20-Jun-19","Claire","E4","127",1,TRUE,FALSE,FALSE,NA,NA,8,1,"9","0","","E4-127",0.111111111111111,"control"
"20-Jun-19","Claire","E4","128",2,TRUE,TRUE,FALSE,NA,NA,6,3,"9","0","","E4-128",0.333333333333333,"control"
"20-Jun-19","Claire","E4","129",1,TRUE,TRUE,FALSE,NA,NA,3,1,"4","1","","E4-129",0.25,"control"
"20-Jun-19","Claire","E4","130",2,TRUE,TRUE,FALSE,NA,NA,8,2,"10","0","","E4-130",0.2,"control"
"20-Jun-19","Claire","E4","131",1,TRUE,FALSE,FALSE,NA,NA,6,0,"6","0","","E4-131",0,"control"
"20-Jun-19","Claire","E4","132",0,FALSE,FALSE,FALSE,NA,NA,5,1,"6","0","","E4-132",0.166666666666667,"control"
"20-Jun-19","Claire","E4","133",1,FALSE,FALSE,FALSE,NA,NA,2,0,"2","0","","E4-133",0,"control"
"20-Jun-19","Claire","E4","134",1,FALSE,FALSE,FALSE,NA,NA,8,1,"9","0","","E4-134",0.111111111111111,"control"
"20-Jun-19","Claire","E4","135",1,FALSE,FALSE,FALSE,NA,NA,6,1,"7","1","","E4-135",0.142857142857143,"control"
"20-Jun-19","Claire","E4","136",2,FALSE,FALSE,FALSE,NA,NA,8,0,"8","0","","E4-136",0,"control"
"20-Jun-19","Claire","E4","137",3,TRUE,FALSE,FALSE,NA,NA,1,1,"2","1","","E4-137",0.5,"control"
"20-Jun-19","Claire","E4","138",2,TRUE,TRUE,FALSE,NA,NA,2,0,"2","0","","E4-138",0,"control"
"20-Jun-19","Claire","E4","139",1,FALSE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-139",0,"control"
"20-Jun-19","Claire","E4","140",1,FALSE,FALSE,FALSE,NA,NA,11,1,"12","0","","E4-140",0.0833333333333333,"control"
"20-Jun-19","Claire","E4","141",1,FALSE,FALSE,FALSE,NA,NA,2,1,"3","0","","E4-141",0.333333333333333,"control"
"20-Jun-19","Claire","E4","142",2,TRUE,FALSE,FALSE,NA,NA,1,1,"2","0","","E4-142",0.5,"control"
"20-Jun-19","Claire","E4","143",1,TRUE,FALSE,FALSE,NA,NA,2,3,"5","0","","E4-143",0.6,"control"
"20-Jun-19","Claire","E4","144",1,FALSE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-144",0,"control"
"20-Jun-19","Claire","E4","145",1,FALSE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-145",0,"control"
"20-Jun-19","Claire","E4","146",4,TRUE,TRUE,FALSE,NA,NA,1,2,"3","0","","E4-146",0.666666666666667,"control"
"20-Jun-19","Claire","E4","147",1,TRUE,FALSE,FALSE,NA,NA,5,2,"7","0","","E4-147",0.285714285714286,"control"
"20-Jun-19","Claire","E4","148",1,TRUE,FALSE,FALSE,NA,NA,2,3,"5","0","","E4-148",0.6,"control"
"20-Jun-19","Claire","E4","149",2,TRUE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-149",0.25,"control"
"20-Jun-19","Claire","E4","150",2,TRUE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-150",0.25,"control"
"20-Jun-19","Claire","E4","151",1,TRUE,TRUE,FALSE,NA,NA,2,3,"5","1","","E4-151",0.6,"control"
"20-Jun-19","Claire","E4","152",1,TRUE,FALSE,FALSE,NA,NA,1,1,"2","0","","E4-152",0.5,"control"
"20-Jun-19","Claire","E4","153",2,TRUE,FALSE,FALSE,NA,NA,5,1,"6","0","","E4-153",0.166666666666667,"control"
"20-Jun-19","Claire","E4","154",2,TRUE,FALSE,FALSE,NA,NA,2,0,"2","0","","E4-154",0,"control"
"20-Jun-19","Claire","E4","155",1,TRUE,FALSE,FALSE,NA,NA,13,1,"14","0","","E4-155",0.0714285714285714,"control"
"20-Jun-19","Claire","E4","156",2,TRUE,TRUE,FALSE,NA,NA,0,2,"2","1","","E4-156",1,"control"
"20-Jun-19","Claire","E4","157",2,TRUE,TRUE,FALSE,NA,NA,1,0,"1","0","","E4-157",0,"control"
"20-Jun-19","Claire","E4","158",2,TRUE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-158",0,"control"
"20-Jun-19","Claire","E4","159",1,TRUE,TRUE,FALSE,NA,NA,2,1,"3","1","","E4-159",0.333333333333333,"control"
"20-Jun-19","Claire","E4","160",2,TRUE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-160",0.25,"control"
"20-Jun-19","Claire","E4","161",1,FALSE,TRUE,FALSE,NA,NA,4,1,"5","0","","E4-161",0.2,"control"
"20-Jun-19","Claire","E4","162",1,FALSE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-162",0,"control"
"20-Jun-19","Claire","E4","163",2,TRUE,TRUE,FALSE,NA,NA,3,1,"4","1","","E4-163",0.25,"control"
"20-Jun-19","Claire","E4","164",1,FALSE,TRUE,FALSE,NA,NA,3,1,"4","1","","E4-164",0.25,"control"
"20-Jun-19","Claire","E4","165",2,TRUE,FALSE,FALSE,NA,NA,2,0,"2","0","","E4-165",0,"control"
"20-Jun-19","Claire","E4","166",1,FALSE,TRUE,FALSE,NA,NA,5,2,"7","0","","E4-166",0.285714285714286,"control"
"20-Jun-19","Claire","E4","167",2,TRUE,TRUE,FALSE,NA,NA,2,2,"4","1","","E4-167",0.5,"control"
"20-Jun-19","Claire","E4","168",2,TRUE,TRUE,FALSE,NA,NA,6,5,"11","0","","E4-168",0.454545454545455,"control"
"20-Jun-19","Claire","E4","169",1,FALSE,TRUE,FALSE,NA,NA,2,3,"5","0","","E4-169",0.6,"control"
"20-Jun-19","Claire","E4","170",2,TRUE,FALSE,FALSE,NA,NA,8,0,"8","0","","E4-170",0,"control"
"20-Jun-19","Claire","E4","171",2,FALSE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-171",0.25,"control"
"20-Jun-19","Claire","E4","172",2,TRUE,TRUE,FALSE,NA,NA,5,3,"8","1","","E4-172",0.375,"control"
"20-Jun-19","Claire","E4","173",2,TRUE,FALSE,FALSE,NA,NA,5,3,"8","0","","E4-173",0.375,"control"
"20-Jun-19","Claire","E4","174",1,FALSE,FALSE,FALSE,NA,NA,3,0,"3","0","","E4-174",0,"control"
"20-Jun-19","Claire","E4","175",1,TRUE,FALSE,FALSE,NA,NA,7,1,"8","0","","E4-175",0.125,"control"
"20-Jun-19","Claire","E4","176",1,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-176",0,"control"
"20-Jun-19","Claire","E4","177",1,TRUE,FALSE,FALSE,NA,NA,7,0,"7","0","","E4-177",0,"control"
"20-Jun-19","Claire","E4","178",2,TRUE,FALSE,FALSE,NA,NA,6,0,"6","0","","E4-178",0,"control"
"20-Jun-19","Claire","E4","179",2,TRUE,FALSE,FALSE,NA,NA,5,0,"5","0","","E4-179",0,"control"
"20-Jun-19","Claire","E4","181",1,FALSE,FALSE,FALSE,NA,NA,9,0,"9","0","","E4-181",0,"control"
"20-Jun-19","Claire","E4","182",1,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-182",0,"control"
"20-Jun-19","Claire","E4","183",1,TRUE,FALSE,TRUE,NA,NA,6,1,"7","0","","E4-183",0.142857142857143,"control"
"20-Jun-19","Claire","E4","184",1,TRUE,TRUE,FALSE,NA,NA,1,0,"1","0","","E4-184",0,"control"
"20-Jun-19","Claire","E4","185",2,TRUE,FALSE,FALSE,NA,NA,8,0,"8","0","","E4-185",0,"control"
"20-Jun-19","Claire","E4","186",0,FALSE,FALSE,FALSE,NA,NA,4,2,"6","1","","E4-186",0.333333333333333,"control"
"20-Jun-19","Claire","E4","187",3,TRUE,TRUE,FALSE,NA,NA,4,0,"4","1","","E4-187",0,"control"
"20-Jun-19","Claire","E4","188",1,FALSE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-188",0.25,"control"
"20-Jun-19","Claire","E4","189",1,FALSE,FALSE,FALSE,NA,NA,1,0,"1","0","","E4-189",0,"control"
"20-Jun-19","Claire","E4","190",1,TRUE,FALSE,FALSE,NA,NA,8,0,"8","0","","E4-190",0,"control"
"20-Jun-19","Claire","E4","191",2,TRUE,FALSE,FALSE,NA,NA,4,1,"5","0","","E4-191",0.2,"control"
"20-Jun-19","Claire","E4","192",1,FALSE,TRUE,FALSE,NA,NA,5,0,"5","0","","E4-192",0,"control"
"20-Jun-19","Claire","E4","193",2,TRUE,TRUE,FALSE,NA,NA,2,1,"3","1","","E4-193",0.333333333333333,"control"
"20-Jun-19","Claire","E4","194",1,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-194",0,"control"
"20-Jun-19","Claire","E4","195",2,TRUE,FALSE,FALSE,NA,NA,4,0,"4","0","","E4-195",0,"control"
"20-Jun-19","Claire","E4","196",2,TRUE,FALSE,FALSE,NA,NA,2,0,"2","0","","E4-196",0,"control"
"20-Jun-19","Claire","E4","197",2,TRUE,FALSE,FALSE,NA,NA,11,0,"11","0","","E4-197",0,"control"
"20-Jun-19","Claire","E4","198",3,TRUE,FALSE,FALSE,NA,NA,5,0,"5","0","","E4-198",0,"control"
"20-Jun-19","Claire","E4","199",1,TRUE,FALSE,FALSE,NA,NA,3,1,"4","0","","E4-199",0.25,"control"
"20-Jun-19","Claire","E4","200",3,TRUE,TRUE,FALSE,NA,NA,3,0,"3","0","","E4-200",0,"control"
"20-Jun-19","Claire","E4","201",1,TRUE,TRUE,FALSE,NA,NA,9,10,"19","1","","E4-201",0.526315789473684,"control"
"19-Jun-19","Claire","E3","1",0,FALSE,FALSE,FALSE,NA,NA,6,0,"6","0","","E3-1",0,"pest"
"19-Jun-19","Claire","E3","2",0,FALSE,FALSE,FALSE,NA,NA,6,1,"7","0","","E3-2",0.142857142857143,"pest"
"19-Jun-19","Claire","E3","3",0,FALSE,FALSE,FALSE,NA,NA,9,2,"11","0","","E3-3",0.181818181818182,"pest"
"19-Jun-19","Claire","E3","4",0,FALSE,FALSE,FALSE,NA,NA,5,1,"6","0","","E3-4",0.166666666666667,"pest"
"19-Jun-19","Claire","E3","5",0,FALSE,FALSE,FALSE,NA,NA,8,0,"8","0","","E3-5",0,"pest"
"19-Jun-19","Claire","E3","6",0,FALSE,FALSE,FALSE,NA,NA,3,0,"3","0","","E3-6",0,"pest"
"19-Jun-19","Claire","E3","7",0,FALSE,FALSE,FALSE,NA,NA,4,0,"4","0","","E3-7",0,"pest"
"19-Jun-19","Claire","E3","8",0,FALSE,FALSE,FALSE,NA,NA,10,0,"10","0","","E3-8",0,"pest"
"19-Jun-19","Claire","E3","9",0,FALSE,FALSE,FALSE,NA,NA,3,0,"3","0","","E3-9",0,"pest"
"19-Jun-19","Claire","E3","10",1,FALSE,FALSE,FALSE,NA,NA,10,0,"10","0","","E3-10",0,"pest"
"19-Jun-19","Claire","E3","11",0,FALSE,FALSE,FALSE,NA,NA,3,0,"3","0","","E3-11",0,"pest"
"19-Jun-19","Claire","E3","12",0,FALSE,FALSE,FALSE,NA,NA,3,0,"3","0","","E3-12",0,"pest"
"19-Jun-19","Claire","E3","13",0,FALSE,FALSE,FALSE,NA,NA,7,0,"7","0","","E3-13",0,"pest"
"19-Jun-19","Claire","E3","14",0,FALSE,FALSE,FALSE,NA,NA,6,0,"6","0","","E3-14",0,"pest"
"19-Jun-19","Claire","E3","15",0,FALSE,FALSE,FALSE,NA,NA,6,0,"6","0","","E3-15",0,"pest"
"19-Jun-19","Claire","E3","16",0,FALSE,FALSE,FALSE,NA,NA,5,0,"5","0","","E3-16",0,"pest"
"19-Jun-19","Claire","E3","17",0,FALSE,FALSE,FALSE,NA,NA,5,0,"5","0","","E3-17",0,"pest"
"19-Jun-19","Claire","E3","18",1,FALSE,FALSE,FALSE,NA,NA,7,0,"7","0","","E3-18",0,"pest"
"19-Jun-19","Claire","E3","19",0,FALSE,FALSE,FALSE,NA,NA,4,0,"4","0","","E3-19",0,"pest"
