Block,Pos,Weight,Measured_by,Date,Entered_by,Missing,Bag
M2,62,,,,,,
M2,63,,,,,,
M2,64,,,,,,
M2,65,,,,,,
M2,66,,,,,,
M2,67,,,,,,
M2,68,,,,,,
M2,69,,,,,,
M2,70,,,,,,
M2,71,,,,,,
M2,72,,,,,,
M2,73,,,,,,
M2,74,,,,,,
M2,75,,,,,,
M2,76,,,,,,
M2,77,,,,,,
M2,78,,,,,,
M2,79,,,,,,
M2,80,,,,,,
M2,81,,,,,,
M2,82,,,,,,
M2,83,,,,,,
M2,84,,,,,,
M2,85,,,,,,
M2,86,,,,,,
M2,87,,,,,,
M2,88,,,,,,
M2,89,,,,,,
M2,90,,,,,,
M2,91,,,,,,
M2,92,,,,,,
M2,93,,,,,,
M2,94,,,,,,
M2,95,,,,,,
M2,96,,,,,,
M2,97,,,,,,
M2,98,,,,,,
M2,99,,,,,,
M2,100,,,,,,
M3,1,,,,,,
M3,2,,,,,,
M3,3,,,,,,
M3,4,,,,,,
M3,5,,,,,,
M3,6,,,,,,
M3,7,,,,,,
M3,8,,,,,,
M3,9,,,,,,
M3,10,,,,,,
M3,11,,,,,,
M3,12,,,,,,
M3,13,,,,,,
M3,14,,,,,,
M3,15,,,,,,
M3,16,,,,,,
M3,17,,,,,,
M3,18,,,,,,
M3,19,,,,,,
M3,20,,,,,,
M3,21,,,,,,
M3,22,,,,,,
M3,23,,,,,,
M3,24,,,,,,
M3,25,,,,,,
M3,26,,,,,,
M3,27,,,,,,
M3,28,,,,,,
M3,29,,,,,,
M3,30,,,,,,
M3,31,,,,,,
M3,32,,,,,,
M3,33,,,,,,
M3,34,,,,,,
M3,35,,,,,,
M3,36,,,,,,
M3,37,,,,,,
M3,38,,,,,,
M3,39,,,,,,
M3,40,,,,,,
M3,41,,,,,,
M3,42,,,,,,
M3,43,,,,,,
M3,44,,,,,,
M3,45,,,,,,
M3,46,,,,,,
M3,47,,,,,,
M3,48,,,,,,
M3,49,,,,,,
M3,50,,,,,,
M3,51,,,,,,
M3,52,,,,,,
M3,53,,,,,,
M3,54,,,,,,
M3,55,,,,,,
M3,56,,,,,,
M3,57,,,,,,
M3,58,,,,,,
M3,59,,,,,,
M3,60,,,,,,
M3,61,,,,,,
M3,62,,,,,,
M3,63,,,,,,
M3,64,,,,,,
M3,65,,,,,,
M3,66,,,,,,
M3,67,,,,,,
M3,68,,,,,,
M3,69,,,,,,
M3,70,,,,,,
M3,71,,,,,,
M3,72,,,,,,
M3,73,,,,,,
M3,74,,,,,,
M3,75,,,,,,
M3,76,,,,,,
M3,77,,,,,,
M3,78,,,,,,
M3,79,,,,,,
M3,80,,,,,,
M3,81,,,,,,
M3,82,,,,,,
M3,83,,,,,,
M3,84,,,,,,
M3,85,,,,,,
M3,86,,,,,,
M3,87,,,,,,
M3,88,,,,,,
M3,89,,,,,,
M3,90,,,,,,
M3,91,,,,,,
M3,92,,,,,,
M3,93,,,,,,
M3,94,,,,,,
M3,95,,,,,,
M3,96,,,,,,
M3,97,,,,,,
M3,98,,,,,,
M3,99,,,,,,
M3,100,,,,,,
M4,1,,,,,,
M4,2,,,,,,
M4,3,,,,,,
M4,4,,,,,,
M4,5,,,,,,
M4,6,,,,,,
M4,7,,,,,,
M4,8,,,,,,
M4,9,,,,,,
M4,10,,,,,,
M4,11,,,,,,
M4,12,,,,,,
M4,13,,,,,,
M4,14,,,,,,
M4,15,,,,,,
M4,16,,,,,,
M4,17,,,,,,
M4,18,,,,,,
M4,19,,,,,,
M4,20,,,,,,
M4,21,,,,,,
M4,22,,,,,,
M4,23,,,,,,
M4,24,,,,,,
M4,25,,,,,,
M4,26,,,,,,
M4,27,,,,,,
M4,28,,,,,,
M4,29,,,,,,
M4,30,,,,,,
M4,31,,,,,,
M4,32,,,,,,
M4,33,,,,,,
M4,34,,,,,,
M4,35,,,,,,
M4,36,,,,,,
M4,37,,,,,,
M4,38,,,,,,
M4,39,,,,,,
M4,40,,,,,,
M4,41,,,,,,
M4,42,,,,,,
M4,43,,,,,,
M4,44,,,,,,
M4,45,,,,,,
M4,46,,,,,,
M4,47,,,,,,
M4,48,,,,,,
M4,49,,,,,,
M4,50,,,,,,
M4,51,,,,,,
M4,52,,,,,,
M4,53,,,,,,
M4,54,,,,,,
M4,55,,,,,,
M4,56,,,,,,
M4,57,,,,,,
M4,58,,,,,,
M4,59,,,,,,
M4,60,,,,,,
M4,61,,,,,,
M4,62,,,,,,
M4,63,,,,,,
M4,64,,,,,,
M4,65,,,,,,
M4,66,,,,,,
M4,67,,,,,,
M4,68,,,,,,
M4,69,,,,,,
M4,70,,,,,,
M4,71,,,,,,
M4,72,,,,,,
M4,73,,,,,,
M4,74,,,,,,
M4,75,,,,,,
M4,76,,,,,,
M4,77,,,,,,
M4,78,,,,,,
M4,79,,,,,,
M4,80,,,,,,
M4,81,,,,,,
M4,82,,,,,,
M4,83,,,,,,
M4,84,,,,,,
M4,85,,,,,,
M4,86,,,,,,
M4,87,,,,,,
M4,88,,,,,,
M4,89,,,,,,
M4,90,,,,,,
M4,91,,,,,,
M4,92,,,,,,
M4,93,,,,,,
M4,94,,,,,,
M4,95,,,,,,
M4,96,,,,,,
M4,97,,,,,,
M4,98,,,,,,
M4,99,,,,,,
M4,100,,,,,,
M5,1,,,,,,
M5,2,,,,,,
M5,3,,,,,,
M5,4,,,,,,
M5,5,,,,,,
M5,6,,,,,,
M5,7,,,,,,
M5,8,,,,,,
M5,9,,,,,,
M5,10,,,,,,
M5,11,,,,,,
M5,12,,,,,,
M5,13,,,,,,
M5,14,,,,,,
M5,15,,,,,,
M5,16,,,,,,
M5,17,,,,,,
M5,18,,,,,,
M5,19,,,,,,
M5,20,,,,,,
M5,21,,,,,,
M5,22,,,,,,
M5,23,,,,,,
M5,24,,,,,,
M5,25,,,,,,
M5,26,,,,,,
M5,27,,,,,,
M5,28,,,,,,
M5,29,,,,,,
M5,30,,,,,,
M5,31,,,,,,
M5,32,,,,,,
M5,33,,,,,,
M5,34,,,,,,
M5,35,,,,,,
M5,36,,,,,,
M5,37,,,,,,
M5,38,,,,,,
M5,39,,,,,,
M5,40,,,,,,
M5,41,,,,,,
M5,42,,,,,,
M5,43,,,,,,
M5,44,,,,,,
M5,45,,,,,,
M5,46,,,,,,
M5,47,,,,,,
M5,48,,,,,,
M5,49,,,,,,
M5,50,,,,,,
M5,51,,,,,,
M5,52,,,,,,
M5,53,,,,,,
M5,54,,,,,,
M5,55,,,,,,
M5,56,,,,,,
M5,57,,,,,,
M5,58,,,,,,
M5,59,,,,,,
M5,60,,,,,,
M5,61,,,,,,
M5,62,,,,,,
M5,63,,,,,,
M5,64,,,,,,
M5,65,,,,,,
M5,66,,,,,,
M5,67,,,,,,
M5,68,,,,,,
M5,69,,,,,,
M5,70,,,,,,
M5,71,,,,,,
M5,72,,,,,,
M5,73,,,,,,
M5,74,,,,,,
M5,75,,,,,,
M5,76,,,,,,
M5,77,,,,,,
M5,78,,,,,,
M5,79,,,,,,
M5,80,,,,,,
M5,81,,,,,,
M5,82,,,,,,
M5,83,,,,,,
M5,84,,,,,,
M5,85,,,,,,
M5,86,,,,,,
M5,87,,,,,,
M5,88,,,,,,
M5,89,,,,,,
M5,90,,,,,,
M5,91,,,,,,
M5,92,,,,,,
M5,93,,,,,,
M5,94,,,,,,
M5,95,,,,,,
M5,96,,,,,,
M5,97,,,,,,
M5,98,,,,,,
M5,99,,,,,,
M5,100,,,,,,
M6,1,,,,,,
M6,2,,,,,,
M6,3,,,,,,
M6,4,,,,,,
M6,5,,,,,,
M6,6,,,,,,
M6,7,,,,,,
M6,8,,,,,,
M6,9,,,,,,
M6,10,,,,,,
M6,11,,,,,,
M6,12,,,,,,
M6,13,,,,,,
M6,14,,,,,,
M6,15,,,,,,
M6,16,,,,,,
M6,17,,,,,,
M6,18,,,,,,
M6,19,,,,,,
M6,20,,,,,,
M6,21,,,,,,
M6,22,,,,,,
M6,23,,,,,,
M6,24,,,,,,
M6,25,,,,,,
M6,26,,,,,,
M6,27,,,,,,
M6,28,,,,,,
M6,29,,,,,,
M6,30,,,,,,
M6,31,,,,,,
M6,32,,,,,,
M6,33,,,,,,
M6,34,,,,,,
M6,35,,,,,,
M6,36,,,,,,
M6,37,,,,,,
M6,38,,,,,,
M6,39,,,,,,
M6,40,,,,,,
M6,41,,,,,,
M6,42,,,,,,
M6,43,,,,,,
M6,44,,,,,,
M6,45,,,,,,
M6,46,,,,,,
M6,47,,,,,,
M6,48,,,,,,
M6,49,,,,,,
M6,50,,,,,,
M6,51,,,,,,
M6,52,,,,,,
M6,53,,,,,,
M6,54,,,,,,
M6,55,,,,,,
M6,56,,,,,,
M6,57,,,,,,
M6,58,,,,,,
M6,59,,,,,,
M6,60,,,,,,
M6,61,,,,,,
M6,62,,,,,,
M6,63,,,,,,
M6,64,,,,,,
M6,65,,,,,,
M6,66,,,,,,
M6,67,,,,,,
M6,68,,,,,,
M6,69,,,,,,
M6,70,,,,,,
M6,71,,,,,,
M6,72,,,,,,
M6,73,,,,,,
M6,74,,,,,,
M6,75,,,,,,
M6,76,,,,,,
M6,77,,,,,,
M6,78,,,,,,
M6,79,,,,,,
M6,80,,,,,,
M6,81,,,,,,
M6,82,,,,,,
M6,83,,,,,,
M6,84,,,,,,
M6,85,,,,,,
M6,86,,,,,,
M6,87,,,,,,
M6,88,,,,,,
M6,89,,,,,,
M6,90,,,,,,
M6,91,,,,,,
M6,92,,,,,,
M6,93,,,,,,
M6,94,,,,,,
M6,95,,,,,,
M6,96,,,,,,
M6,97,,,,,,
M6,98,,,,,,
M6,99,,,,,,
M6,100,,,,,,
M7,1,,,,,,
M7,2,,,,,,
M7,3,,,,,,
M7,4,,,,,,
M7,5,,,,,,
M7,6,,,,,,
M7,7,,,,,,
M7,8,,,,,,
M7,9,,,,,,
M7,10,,,,,,
M7,11,,,,,,
M7,12,,,,,,
M7,13,,,,,,
M7,14,,,,,,
M7,15,,,,,,
M7,16,,,,,,
M7,17,,,,,,
M7,18,,,,,,
M7,19,,,,,,
M7,20,,,,,,
M7,21,,,,,,
M7,22,,,,,,
M7,23,,,,,,
M7,24,,,,,,
M7,25,,,,,,
M7,26,,,,,,
M7,27,,,,,,
M7,28,,,,,,
M7,29,,,,,,
M7,30,,,,,,
M7,31,,,,,,
M7,32,,,,,,
M7,33,,,,,,
M7,34,,,,,,
M7,35,,,,,,
M7,36,,,,,,
M7,37,,,,,,
M7,38,,,,,,
M7,39,,,,,,
M7,40,,,,,,
M7,41,,,,,,
M7,42,,,,,,
M7,43,,,,,,
M7,44,,,,,,
M7,45,,,,,,
M7,46,,,,,,
M7,47,,,,,,
M7,48,,,,,,
M7,49,,,,,,
M7,50,,,,,,
M7,51,,,,,,
M7,52,,,,,,
M7,53,,,,,,
M7,54,,,,,,
M7,55,,,,,,
M7,56,,,,,,
M7,57,,,,,,
M7,58,,,,,,
M7,59,,,,,,
M7,60,,,,,,
M7,61,,,,,,
M7,62,,,,,,
M7,63,,,,,,
M7,64,,,,,,
M7,65,,,,,,
M7,66,,,,,,
M7,67,,,,,,
M7,68,,,,,,
M7,69,,,,,,
M7,70,,,,,,
M7,71,,,,,,
M7,72,,,,,,
M7,73,,,,,,
M7,74,,,,,,
M7,75,,,,,,
M7,76,,,,,,
M7,77,,,,,,
M7,78,,,,,,
M7,79,,,,,,
M7,80,,,,,,
M7,81,,,,,,
M7,82,,,,,,
M7,83,,,,,,
M7,84,,,,,,
M7,85,,,,,,
M7,86,,,,,,
M7,87,,,,,,
M7,88,,,,,,
M7,89,,,,,,
M7,90,,,,,,
M7,91,,,,,,
M7,92,,,,,,
M7,93,,,,,,
M7,94,,,,,,
M7,95,,,,,,
M7,96,,,,,,
M7,97,,,,,,
M7,98,,,,,,
M7,99,,,,,,
M7,100,,,,,,
M8,1,,,,,,
M8,2,,,,,,
M8,3,,,,,,
M8,4,,,,,,
M8,5,,,,,,
M8,6,,,,,,
M8,7,,,,,,
M8,8,,,,,,
M8,9,,,,,,
M8,10,,,,,,
M8,11,,,,,,
M8,12,,,,,,
M8,13,,,,,,
M8,14,,,,,,
M8,15,,,,,,
M8,16,,,,,,
M8,17,,,,,,
M8,18,,,,,,
M8,19,,,,,,
M8,20,,,,,,
M8,21,,,,,,
M8,22,,,,,,
M8,23,,,,,,
M8,24,,,,,,
M8,25,,,,,,
M8,26,,,,,,
M8,27,,,,,,
M8,28,,,,,,
M8,29,,,,,,
M8,30,,,,,,
M8,31,,,,,,
M8,32,,,,,,
M8,33,,,,,,
M8,34,,,,,,
M8,35,,,,,,
M8,36,,,,,,
M8,37,,,,,,
M8,38,,,,,,
M8,39,,,,,,
M8,40,,,,,,
M8,41,,,,,,
M8,42,,,,,,
M8,43,,,,,,
M8,44,,,,,,
M8,45,,,,,,
M8,46,,,,,,
M8,47,,,,,,
M8,48,,,,,,
M8,49,,,,,,
M8,50,,,,,,
M8,51,,,,,,
M8,52,,,,,,
M8,53,,,,,,
M8,54,,,,,,
M8,55,,,,,,
M8,56,,,,,,
M8,57,,,,,,
M8,58,,,,,,
M8,59,,,,,,
M8,60,,,,,,
M8,61,,,,,,
M8,62,,,,,,
M8,63,,,,,,
M8,64,,,,,,
M8,65,,,,,,
M8,66,,,,,,
M8,67,,,,,,
M8,68,,,,,,
M8,69,,,,,,
M8,70,,,,,,
M8,71,,,,,,
M8,72,,,,,,
M8,73,,,,,,
M8,74,,,,,,
M8,75,,,,,,
M8,76,,,,,,
M8,77,,,,,,
M8,78,,,,,,
M8,79,,,,,,
M8,80,,,,,,
M8,81,,,,,,
M8,82,,,,,,
M8,83,,,,,,
M8,84,,,,,,
M8,85,,,,,,
M8,86,,,,,,
M8,87,,,,,,
M8,88,,,,,,
M8,89,,,,,,
M8,90,,,,,,
M8,91,,,,,,
M8,92,,,,,,
M8,93,,,,,,
M8,94,,,,,,
M8,95,,,,,,
M8,96,,,,,,
M8,97,,,,,,
M8,98,,,,,,
M8,99,,,,,,
M8,100,,,,,,
M9,1,,,,,,
M9,2,,,,,,
M9,3,,,,,,
M9,4,,,,,,
M9,5,,,,,,
M9,6,,,,,,
M9,7,,,,,,
M9,8,,,,,,
M9,9,,,,,,
M9,10,,,,,,
M9,11,,,,,,
M9,12,,,,,,
M9,13,,,,,,
M9,14,,,,,,
M9,15,,,,,,
M9,16,,,,,,
M9,17,,,,,,
M9,18,,,,,,
M9,19,,,,,,
M9,20,,,,,,
M9,21,,,,,,
M9,22,,,,,,
M9,23,,,,,,
M9,24,,,,,,
M9,25,,,,,,
M9,26,,,,,,
M9,27,,,,,,
M9,28,,,,,,
M9,29,,,,,,
M9,30,,,,,,
M9,31,,,,,,
M9,32,,,,,,
M9,33,,,,,,
M9,34,,,,,,
M9,35,,,,,,
M9,36,,,,,,
M9,37,,,,,,
M9,38,,,,,,
M9,39,,,,,,
M9,40,,,,,,
M9,41,,,,,,
M9,42,,,,,,
M9,43,,,,,,
M9,44,,,,,,
M9,45,,,,,,
M9,46,,,,,,
M9,47,,,,,,
M9,48,,,,,,
M9,49,,,,,,
M9,50,,,,,,
M9,51,,,,,,
M9,52,,,,,,
M9,53,,,,,,
M9,54,,,,,,
M9,55,,,,,,
M9,56,,,,,,
M9,57,,,,,,
M9,58,,,,,,
M9,59,,,,,,
M9,60,,,,,,
M9,61,,,,,,
M9,62,,,,,,
M9,63,,,,,,
M9,64,,,,,,
M9,65,,,,,,
M9,66,,,,,,
M9,67,,,,,,
M9,68,,,,,,
M9,69,,,,,,
M9,70,,,,,,
M9,71,,,,,,
M9,72,,,,,,
M9,73,,,,,,
M9,74,,,,,,
M9,75,,,,,,
M9,76,,,,,,
M9,77,,,,,,
M9,78,,,,,,
M9,79,,,,,,
M9,80,,,,,,
M9,81,,,,,,
M9,82,,,,,,
M9,83,,,,,,
M9,84,,,,,,
M9,85,,,,,,
M9,86,,,,,,
M9,87,,,,,,
M9,88,,,,,,
M9,89,,,,,,
M9,90,,,,,,
M9,91,,,,,,
M9,92,,,,,,
M9,93,,,,,,
M9,94,,,,,,
M9,95,,,,,,
M9,96,,,,,,
M9,97,,,,,,
M9,98,,,,,,
M9,99,,,,,,
M9,100,,,,,,
M10,1,,,,,,
M10,2,,,,,,
M10,3,,,,,,
M10,4,,,,,,
M10,5,,,,,,
M10,6,,,,,,
M10,7,,,,,,
M10,8,,,,,,
M10,9,,,,,,
M10,10,,,,,,
M10,11,,,,,,
M10,12,,,,,,
M10,13,,,,,,
M10,14,,,,,,
M10,15,,,,,,
M10,16,,,,,,
M10,17,,,,,,
M10,18,,,,,,
M10,19,,,,,,
M10,20,,,,,,
M10,21,,,,,,
M10,22,,,,,,
M10,23,,,,,,
M10,24,,,,,,
M10,25,,,,,,
M10,26,,,,,,
M10,27,,,,,,
M10,28,,,,,,
M10,29,,,,,,
M10,30,,,,,,
M10,31,,,,,,
M10,32,,,,,,
M10,33,,,,,,
M10,34,,,,,,
M10,35,,,,,,
M10,36,,,,,,
M10,37,,,,,,
M10,38,,,,,,
M10,39,,,,,,
M10,40,,,,,,
M10,41,,,,,,
M10,42,,,,,,
M10,43,,,,,,
M10,44,,,,,,
M10,45,,,,,,
M10,46,,,,,,
M10,47,,,,,,
M10,48,,,,,,
M10,49,,,,,,
M10,50,,,,,,
M10,51,,,,,,
M10,52,,,,,,
M10,53,,,,,,
M10,54,,,,,,
M10,55,,,,,,
M10,56,,,,,,
M10,57,,,,,,
M10,58,,,,,,
M10,59,,,,,,
M10,60,,,,,,
M10,61,,,,,,
M10,62,,,,,,
M10,63,,,,,,
M10,64,,,,,,
M10,65,,,,,,
M10,66,,,,,,
M10,67,,,,,,
M10,68,,,,,,
M10,69,,,,,,
M10,70,,,,,,
M10,71,,,,,,
M10,72,,,,,,
M10,73,,,,,,
M10,74,,,,,,
M10,75,,,,,,
M10,76,,,,,,
M10,77,,,,,,
M10,78,,,,,,
M10,79,,,,,,
M10,80,,,,,,
M10,81,,,,,,
M10,82,,,,,,
M10,83,,,,,,
M10,84,,,,,,
M10,85,,,,,,
M10,86,,,,,,
M10,87,,,,,,
M10,88,,,,,,
M10,89,,,,,,
M10,90,,,,,,
M10,91,,,,,,
M10,92,,,,,,
M10,93,,,,,,
M10,94,,,,,,
M10,95,,,,,,
M10,96,,,,,,
M10,97,,,,,,
M10,98,,,,,,
M10,99,,,,,,
M10,100,,,,,,
M11,1,,,,,,
M11,2,,,,,,
M11,3,,,,,,
M11,4,,,,,,
M11,5,,,,,,
M11,6,,,,,,
M11,7,,,,,,
M11,8,,,,,,
M11,9,,,,,,
M11,10,,,,,,
M11,11,,,,,,
M11,12,,,,,,
M11,13,,,,,,
M11,14,,,,,,
M11,15,,,,,,
M11,16,,,,,,
M11,17,,,,,,
M11,18,,,,,,
M11,19,,,,,,
M11,20,,,,,,
M11,21,,,,,,
M11,22,,,,,,
M11,23,,,,,,
M11,24,,,,,,
M11,25,,,,,,
M11,26,,,,,,
M11,27,,,,,,
M11,28,,,,,,
M11,29,,,,,,
M11,30,,,,,,
M11,31,,,,,,
M11,32,,,,,,
M11,33,,,,,,
M11,34,,,,,,
M11,35,,,,,,
M11,36,,,,,,
M11,37,,,,,,
M11,38,,,,,,
M11,39,,,,,,
M11,40,,,,,,
M11,41,,,,,,
M11,42,,,,,,
M11,43,,,,,,
M11,44,,,,,,
M11,45,,,,,,
M11,46,,,,,,
M11,47,,,,,,
M11,48,,,,,,
M11,49,,,,,,
M11,50,,,,,,
M11,51,,,,,,
M11,52,,,,,,
M11,53,,,,,,
M11,54,,,,,,
M11,55,,,,,,
M11,56,,,,,,
M11,57,,,,,,
M11,58,,,,,,
M11,59,,,,,,
M11,60,,,,,,
M11,61,,,,,,
M11,62,,,,,,
M11,63,,,,,,
M11,64,,,,,,
M11,65,,,,,,
M11,66,,,,,,
M11,67,,,,,,
M11,68,,,,,,
M11,69,,,,,,
M11,70,,,,,,
M11,71,,,,,,
M11,72,,,,,,
M11,73,,,,,,
M11,74,,,,,,
M11,75,,,,,,
M11,76,,,,,,
M11,77,,,,,,
M11,78,,,,,,
M11,79,,,,,,
M11,80,,,,,,
M11,81,,,,,,
M11,82,,,,,,
M11,83,,,,,,
M11,84,,,,,,
M11,85,,,,,,
M11,86,,,,,,
M11,87,,,,,,
M11,88,,,,,,
M11,89,,,,,,
M11,90,,,,,,
M11,91,,,,,,
M11,92,,,,,,
M11,93,,,,,,
M11,94,,,,,,
M11,95,,,,,,
M11,96,,,,,,
M11,97,,,,,,
M11,98,,,,,,
M11,99,,,,,,
M11,100,,,,,,
M12,1,,,,,,
M12,2,,,,,,
M12,3,,,,,,
M12,4,,,,,,
M12,5,,,,,,
M12,6,,,,,,
M12,7,,,,,,
M12,8,,,,,,
M12,9,,,,,,
M12,10,,,,,,
M12,11,,,,,,
M12,12,,,,,,
M12,13,,,,,,
M12,14,,,,,,
M12,15,,,,,,
M12,16,,,,,,
M12,17,,,,,,
M12,18,,,,,,
M12,19,,,,,,
M12,20,,,,,,
M12,21,,,,,,
M12,22,,,,,,
M12,23,,,,,,
M12,24,,,,,,
M12,25,,,,,,
M12,26,,,,,,
M12,27,,,,,,
M12,28,,,,,,
M12,29,,,,,,
M12,30,,,,,,
M12,31,,,,,,
M12,32,,,,,,
M12,33,,,,,,
M12,34,,,,,,
M12,35,,,,,,
M12,36,,,,,,
M12,37,,,,,,
M12,38,,,,,,
M12,39,,,,,,
M12,40,,,,,,
M12,41,,,,,,
M12,42,,,,,,
M12,43,,,,,,
M12,44,,,,,,
M12,45,,,,,,
M12,46,,,,,,
M12,47,,,,,,
M12,48,,,,,,
M12,49,,,,,,
M12,50,,,,,,
M12,51,,,,,,
M12,52,,,,,,
M12,53,,,,,,
M12,54,,,,,,
M12,55,,,,,,
M12,56,,,,,,
M12,57,,,,,,
M12,58,,,,,,
M12,59,,,,,,
M12,60,,,,,,
M12,61,,,,,,
M12,62,,,,,,
M12,63,,,,,,
M12,64,,,,,,
M12,65,,,,,,
M12,66,,,,,,
M12,67,,,,,,
M12,68,,,,,,
M12,69,,,,,,
M12,70,,,,,,
M12,71,,,,,,
M12,72,,,,,,
M12,73,,,,,,
M12,74,,,,,,
M12,75,,,,,,
M12,76,,,,,,
M12,77,,,,,,
M12,78,,,,,,
M12,79,,,,,,
M12,80,,,,,,
M12,81,,,,,,
M12,82,,,,,,
M12,83,,,,,,
M12,84,,,,,,
M12,85,,,,,,
M12,86,,,,,,
M12,87,,,,,,
M12,88,,,,,,
M12,89,,,,,,
M12,90,,,,,,
M12,91,,,,,,
M12,92,,,,,,
M12,93,,,,,,
M12,94,,,,,,
M12,95,,,,,,
M12,96,,,,,,
M12,97,,,,,,
M12,98,,,,,,
M12,99,,,,,,
M12,100,,,,,,
E1,1,35.47,Maya ,Jul/27/21,Maya,0,1
E1,2,72.68,Maya ,Jul/27/21,Maya,0,1
E1,3,71.51,Maya ,Jul/27/21,Maya,0,1
E1,4,50.49,Maya ,Jul/27/21,Maya,0,1
E1,5,39.09,Maya ,Jul/27/21,Maya,0,1
E1,6,39.66,Maya ,Jul/27/21,Maya,0,1
E1,7,34.67,Maya ,Jul/27/21,Maya,0,1
E1,8,37.81,Maya ,Jul/27/21,Maya,0,1
E1,9,40.1,Maya ,Jul/27/21,Maya,0,1
E1,10,48.91,Maya ,Jul/27/21,Maya,0,1
E1,11,45.43,Maya ,Jul/27/21,Maya,0,1
E1,12,41.76,Maya ,Jul/27/21,Maya,0,1
E1,13,43.12,Maya ,Jul/27/21,Maya,0,1
E1,14,33.05,Maya ,Jul/27/21,Maya,0,1
E1,15,39.55,Maya ,Jul/27/21,Maya,0,1
E1,16,38.47,Maya ,Jul/27/21,Maya,0,1
E1,17,37.82,Maya ,Jul/27/21,Maya,0,1
E1,18,39.61,Maya ,Jul/27/21,Maya,0,1
E1,19,45.51,Maya ,Jul/27/21,Maya,0,1
E1,20,31.66,Maya ,Jul/27/21,Maya,1,1
E1,21,42.13,Maya ,Jul/27/21,Maya,0,1
E1,22,38.88,Maya ,Jul/27/21,Maya,0,1
E1,23,37.44,Maya ,Jul/27/21,Maya,0,1
E1,24,41.79,Maya ,Jul/27/21,Maya,0,1
