BLK,POS,Date,Measurer,VEG,BUDS,FLOWERS,FRUITS,ABT,M,S,N
E3,86,2022-05-13,Logan ,16,,,,,,,
E3,87,2022-05-13,Logan ,16,,,,,,,
E3,88,2022-05-13,Logan ,,,,,,,,
E3,89,2022-05-13,Logan ,,,,,,,,
E3,90,2022-05-13,Logan ,16,,,,,,,
E3,91,2022-05-13,Logan ,,,,,,,,
E3,92,2022-05-13,Logan ,16,,,,,,,
E3,93,2022-05-13,Logan ,,,,,,,,
E3,94,2022-05-13,Logan ,,,,,,,,
E3,95,2022-05-13,Logan ,20,,,,,,,
E3,96,2022-05-13,Logan ,12,,,,,,,
E3,97,2022-05-13,Logan ,,,,,,,,
E3,98,2022-05-13,Logan ,12,,,,,,,
E3,99,2022-05-13,Logan ,8,,,,,,,
E3,100,2022-05-13,Logan ,9,,,,,,,
E3,101,2022-05-13,Logan ,,,,,,,,
E3,102,2022-05-13,Logan ,,,,,,,,
E3,103,2022-05-13,Logan ,14,,,,,,,
E3,104,2022-05-13,Logan ,,,,,,,,
E3,105,2022-05-13,Logan ,11,,,,,,,
E3,106,2022-05-13,Logan ,7,,,,,,,
E3,107,2022-05-13,Logan ,,,,,,,,
E3,108,2022-05-13,Logan ,,,,,,,,
E3,109,2022-05-13,Logan ,,,,,,,,
E3,110,2022-05-13,Logan ,5,,,,,,,
E3,111,2022-05-13,Logan ,6,,,,,,,
E3,112,2022-05-13,Logan ,,,,,,,,
E3,113,2022-05-13,Logan ,12,,,,,,,
E3,114,2022-05-13,Logan ,9,,,,,,,
E3,115,2022-05-13,Logan ,8,,,,,,,
E3,116,2022-05-13,Logan ,,,,,,,,
E3,117,2022-05-13,Logan ,8,,,,,,,
E3,118,2022-05-13,Logan ,10,,,,,,,
E3,119,2022-05-13,Logan ,,,,,,,,
E3,120,2022-05-13,Logan ,12,,,,,,,
E3,121,2022-05-13,Logan ,10,,,,,,,
E3,122,2022-05-13,Logan ,15,,,,,,,
E3,123,2022-05-13,Logan ,8,,,,,,,
E3,124,2022-05-13,Logan ,4,,,,,,,
E3,125,2022-05-13,Logan ,,,,,,,,
E3,126,2022-05-13,Logan ,9,,,,,,,
E3,127,2022-05-13,Logan ,7,,,,,,,
E3,128,2022-05-13,Logan ,,,,,,,,
E3,129,2022-05-13,Logan ,9,,,,,,,
E3,130,2022-05-13,Logan ,11,,,,,,,
E3,131,2022-05-13,Logan ,18,,,,,,,
E3,132,2022-05-13,Logan ,,,,,,,,
E3,133,2022-05-13,Logan ,12,,,,,,,
E3,134,2022-05-13,Logan ,9,,,,,,,
E3,135,2022-05-13,Logan ,14,,,,,,,
E3,136,2022-05-13,Logan ,10,,,,,,,
E3,137,2022-05-13,Logan ,15,,,,,,,
E3,138,2022-05-13,Logan ,15,,,,,,,
E3,139,2022-05-13,Logan ,,,,,,,,
E3,140,2022-05-13,Logan ,9,,,,,,,
E3,141,2022-05-13,Logan ,8,,,,,,,
E3,142,2022-05-13,Logan ,,,,,,,,
E3,143,2022-05-13,Logan ,11,,,,,,,
E3,144,2022-05-13,Logan ,7,,,,,,,
E3,145,2022-05-13,Logan ,,,,,,,,
E3,146,2022-05-13,Logan ,11,,,,,,,
E3,147,2022-05-13,Logan ,7,,,,,,,
E3,148,2022-05-13,Logan ,9,,,,,,,
E3,149,2022-05-13,Logan ,10,,,,,,,
E3,150,2022-05-13,Logan ,7,,,,,,,
E3,151,2022-05-13,Logan ,12,,,,,,,
E3,152,2022-05-13,Logan ,14,,,,,,,
E3,153,2022-05-13,Logan ,7,,,,,,,
E3,154,2022-05-13,Logan ,,,,,,,,
E3,155,2022-05-13,Logan ,,,,,,,,
E3,156,2022-05-13,Logan ,12,,,,,,,
E3,157,2022-05-13,Logan ,13,,,,,,,
E3,158,2022-05-13,Logan ,13,,,,,,,
E3,159,2022-05-13,Logan ,16,,,,,,,
E3,160,2022-05-13,Logan ,,,,,,,,
E3,161,2022-05-13,Logan ,11,,,,,,,
E3,162,2022-05-13,Logan ,,,,,,,,
E3,163,2022-05-13,Logan ,,,,,,,,
E3,164,2022-05-13,Logan ,,,,,,,,
E3,165,2022-05-13,Logan ,,,,,,,,
E3,166,2022-05-13,Logan ,20,,,,,,,
E3,167,2022-05-13,Logan ,15,,,,,,,
E3,168,2022-05-13,Logan ,15,,,,,,,
E3,169,2022-05-13,Logan ,12,,,,,,,
E3,170,2022-05-13,Logan ,11,,,,,,,
E3,171,2022-05-13,Logan ,9,,,,,,,
E3,172,2022-05-13,Logan ,,,,,,,,
E3,173,2022-05-13,Logan ,9,,,,,,,
E3,174,2022-05-13,Logan ,,,,,,,,
E3,175,2022-05-13,Logan ,11,,,,,,,
E3,176,2022-05-13,Logan ,10,,,,,,,
E3,177,2022-05-13,Logan ,,,,,,,,
E3,178,2022-05-13,Logan ,18,,,,,,,
E3,179,2022-05-13,Logan ,,,,,,,,
E3,180,2022-05-13,Logan ,17,,,,,,,
E3,181,2022-05-13,Logan ,,,,,,,,
E3,182,2022-05-13,Logan ,,,,,,,,
E3,183,2022-05-13,Logan ,,,,,,,,
E3,184,2022-05-13,Logan ,20,,,,,,,
E3,185,2022-05-13,Logan ,,,,,,,,
E3,186,2022-05-13,Logan ,10,,,,,,,
E3,187,2022-05-13,Logan ,11,,,,,,,
E3,188,2022-05-13,Logan ,,,,,,,,
E3,189,2022-05-13,Logan ,7,,,,,,,
E3,190,2022-05-13,Logan ,10,,,,,,,
E3,191,2022-05-13,Logan ,7,,,,,,,
E3,192,2022-05-13,Logan ,8,,,,,,,
E3,193,2022-05-13,Logan ,10,,,,,,,
E3,194,2022-05-13,Logan ,4,,,,,,,
E3,195,2022-05-13,Logan ,9,,,,,,,
E3,196,2022-05-13,Logan ,11,,,,,,,
E3,197,2022-05-13,Logan ,9,,,,,,,
E3,198,2022-05-13,Logan ,15,,,,,,,
E3,199,2022-05-13,Logan ,6,,,,,,,
E3,200,2022-05-13,Logan ,10,,,,,,,
E4,1,2022-05-13,Logan ,,,,,,,,
E4,2,2022-05-13,Logan ,,,,,,,,
E4,3,2022-05-13,Logan ,,,,,,,,
E4,4,2022-05-13,Logan ,14,,,,,,,
E4,5,2022-05-13,Logan ,3,,,,,,,
E4,6,2022-05-13,Logan ,7,,,,,,,
E4,7,2022-05-13,Logan ,7,,,,,,,
E4,8,2022-05-13,Logan ,,,,,,,,
E4,9,2022-05-13,Logan ,,,,,,,,
E4,10,2022-05-13,Logan ,6,,,,,,,
E4,11,2022-05-13,Logan ,,,,,,,,
E4,12,2022-05-13,Logan ,8,,,,,,,
E4,13,2022-05-13,Logan ,6,,,,,,,
E4,14,2022-05-13,Logan ,5,,,,,,,
E4,15,2022-05-13,Logan ,,,,,,,,
E4,16,2022-05-13,Logan ,,,,,,,,
E4,17,2022-05-13,Logan ,,,,,,,,
E4,18,2022-05-13,Logan ,,,,,,,,
E4,19,2022-05-13,Logan ,,,,,,,,
E4,20,2022-05-13,Logan ,,,,,,,,
E4,21,2022-05-13,Logan ,,,,,,,,
E4,22,2022-05-13,Logan ,,,,,,,,
E4,23,2022-05-13,Logan ,,,,,,,,
E4,24,2022-05-13,Logan ,,,,,,,,
E4,25,2022-05-13,Logan ,,,,,,,,
E4,26,2022-05-13,Logan ,,,,,,,,
E4,27,2022-05-13,Logan ,,,,,,,,
E4,28,2022-05-13,Logan ,14,,,,,,,
E4,29,2022-05-13,Logan ,,,,,,,,
E4,30,2022-05-13,Logan ,11,,,,,,,
E4,31,2022-05-13,Logan ,,,,,,,,
E4,32,2022-05-13,Logan ,31,,,,,,,
E4,33,2022-05-13,Logan ,17,,,,,,,
E4,34,2022-05-13,Logan ,19,,,,,,,
E4,35,2022-05-13,Logan ,8,,,,,,,
E4,36,2022-05-13,Logan ,,,,,,,,
E4,37,2022-05-13,Logan ,,,,,,,,
E4,38,2022-05-13,Logan ,14,,,,,,,
E4,39,2022-05-13,Logan ,,,,,,,,
E4,40,2022-05-13,Logan ,7,,,,,,,
E4,41,2022-05-13,Logan ,7,,,,,,,
E4,42,2022-05-13,Logan ,,,,,,,,
E4,43,2022-05-13,Logan ,8,,,,,,,
E4,44,2022-05-13,Logan ,9,,,,,,,
E4,45,2022-05-13,Logan ,12,,,,,,,
E4,46,2022-05-13,Logan ,14,,,,,,,
E4,47,2022-05-13,Logan ,,,,,,,,
E4,48,2022-05-13,Logan ,,,,,,,,
E4,49,2022-05-13,Logan ,,,,,,,,
E4,50,2022-05-13,Logan ,,,,,,,,
E4,51,2022-05-13,Logan ,17,,,,,,,
E4,52,2022-05-13,Logan ,,,,,,,,
E4,53,2022-05-13,Logan ,8,,,,,,,
E4,54,2022-05-13,Logan ,,,,,,,,
E4,55,2022-05-13,Logan ,,,,,,,,
E4,56,2022-05-13,Logan ,,,,,,,,
E4,57,2022-05-13,Logan ,,,,,,,,
E4,58,2022-05-13,Logan ,,,,,,,,
E4,59,2022-05-13,Logan ,,,,,,,,
E4,60,2022-05-13,Logan ,,,,,,,,
E4,61,2022-05-13,Logan ,,,,,,,,
E4,62,2022-05-13,Logan ,,,,,,,,
E4,63,2022-05-13,Logan ,,,,,,,,
E4,64,2022-05-13,Logan ,,,,,,,,
E4,65,2022-05-13,Logan ,,,,,,,,
E4,66,2022-05-13,Logan ,,,,,,,,
E4,67,2022-05-13,Logan ,,,,,,,,
E4,68,2022-05-13,Logan ,,,,,,,,
E4,69,2022-05-13,Logan ,,,,,,,,
E4,70,2022-05-13,Logan ,,,,,,,,
E4,71,2022-05-13,Logan ,,,,,,,,
E4,72,2022-05-13,Logan ,,,,,,,,
E4,73,2022-05-13,Logan ,,,,,,,,
E4,74,2022-05-13,Logan ,,,,,,,,
E4,75,2022-05-13,Logan ,,,,,,,,
E4,76,2022-05-13,Logan ,,,,,,,,
E4,77,2022-05-13,Logan ,,,,,,,,
E4,78,2022-05-13,Logan ,,,,,,,,
E4,79,2022-05-13,Logan ,,,,,,,,
E4,80,2022-05-13,Logan ,,,,,,,,
E4,81,2022-05-13,Logan ,,,,,,,,
E4,82,2022-05-13,Logan ,,,,,,,,
E4,83,2022-05-13,Logan ,,,,,,,,
E4,84,2022-05-13,Logan ,4,,,,,,,
E4,85,2022-05-13,Logan ,,,,,,,,
E4,86,2022-05-13,Logan ,,,,,,,,
E4,87,2022-05-13,Logan ,,,,,,,,
E4,88,2022-05-13,Logan ,,,,,,,,
E4,89,2022-05-13,Logan ,,,,,,,,
E4,90,2022-05-13,Logan ,,,,,,,,
E4,91,2022-05-13,Logan ,,,,,,,,
E4,92,2022-05-13,Logan ,,,,,,,,
E4,93,2022-05-13,Logan ,,,,,,,,
E4,94,2022-05-13,Logan ,,,,,,,,
E4,95,2022-05-13,Logan ,,,,,,,,
E4,96,2022-05-13,Logan ,,,,,,,,
E4,97,2022-05-13,Logan ,,,,,,,,
E4,98,2022-05-13,Logan ,,,,,,,,
E4,99,2022-05-13,Logan ,,,,,,,,
E4,100,2022-05-13,Logan ,,,,,,,,
E4,101,2022-05-13,Logan ,7,,,,,,,
E4,102,2022-05-13,Logan ,11,,,,,,,
E4,103,2022-05-13,Logan ,10,,,,,,,
E4,104,2022-05-13,Logan ,3,,,,,,,
E4,105,2022-05-13,Logan ,,,,,,,,
E4,106,2022-05-13,Logan ,,,,,,,,
E4,107,2022-05-13,Logan ,,,,,,,,
E4,108,2022-05-13,Logan ,10,,,,,,,
E4,109,2022-05-13,Logan ,,,,,,,,
E4,110,2022-05-13,Logan ,,,,,,,,
E4,111,2022-05-13,Logan ,,,,,,,,
E4,112,2022-05-13,Logan ,11,,,,,,,
E4,113,2022-05-13,Logan ,13,,,,,,,
E4,114,2022-05-13,Logan ,,,,,,,,
E4,115,2022-05-13,Logan ,16,,,,,,,
E4,116,2022-05-13,Logan ,8,,,,,,,
E4,117,2022-05-13,Logan ,,,,,,,,
E4,118,2022-05-13,Logan ,7,,,,,,,
E4,119,2022-05-13,Logan ,14,,,,,,,
E4,120,2022-05-13,Logan ,9,,,,,,,
E4,121,2022-05-13,Logan ,9,,,,,,,
E4,122,2022-05-13,Logan ,8,,,,,,,
E4,123,2022-05-13,Logan ,14,,,,,,,
E4,124,2022-05-13,Logan ,10,,,,,,,
E4,125,2022-05-13,Logan ,9,,,,,,,
E4,126,2022-05-13,Logan ,9,,,,,,,
E4,127,2022-05-13,Logan ,8,,,,,,,
E4,128,2022-05-13,Logan ,14,,,,,,,
E4,129,2022-05-13,Logan ,10,,,,,,,
E4,130,2022-05-13,Logan ,,,,,,,,
E4,131,2022-05-13,Logan ,,,,,,,,
E4,132,2022-05-13,Logan ,,,,,,,,
E4,133,2022-05-13,Logan ,,,,,,,,
E4,134,2022-05-13,Logan ,5,,,,,,,
E4,135,2022-05-13,Logan ,8,,,,,,,
E4,136,2022-05-13,Logan ,12,,,,,,,
E4,137,2022-05-13,Logan ,,,,,,,,
E4,138,2022-05-13,Logan ,,,,,,,,
E4,139,2022-05-13,Logan ,7,,,,,,,
E4,140,2022-05-13,Logan ,9,,,,,,,
E4,141,2022-05-13,Logan ,9,,,,,,,
E4,142,2022-05-13,Logan ,,,,,,,,
E4,143,2022-05-13,Logan ,10,,,,,,,
E4,144,2022-05-13,Logan ,,,,,,,,
E4,145,2022-05-13,Logan ,,,,,,,,
E4,146,2022-05-13,Logan ,,,,,,,,
E4,147,2022-05-13,Logan ,9,,,,,,,
E4,148,2022-05-13,Logan ,8,,,,,,,
E4,149,2022-05-13,Logan ,,,,,,,,
E4,150,2022-05-13,Logan ,10,,,,,,,
E4,151,2022-05-13,Logan ,4,,,,,,,
E4,152,2022-05-13,Logan ,5,,,,,,,
E4,153,2022-05-13,Logan ,5,,,,,,,
E4,154,2022-05-13,Logan ,5,,,,,,,
E4,155,2022-05-13,Logan ,,,,,,,,
E4,156,2022-05-13,Logan ,,,,,,,,
E4,157,2022-05-13,Logan ,,,,,,,,
E4,158,2022-05-13,Logan ,7,,,,,,,
E4,159,2022-05-13,Logan ,,,,,,,,
E4,160,2022-05-13,Logan ,,,,,,,,
E4,161,2022-05-13,Logan ,8,,,,,,,
E4,162,2022-05-13,Logan ,12,,,,,,,
E4,163,2022-05-13,Logan ,12,,,,,,,
E4,164,2022-05-13,Logan ,9,,,,,,,
E4,165,2022-05-13,Logan ,8,,,,,,,
E4,166,2022-05-13,Logan ,7,,,,,,,
E4,167,2022-05-13,Logan ,8,,,,,,,
E4,168,2022-05-13,Logan ,,,,,,,,
E4,169,2022-05-13,Logan ,11,,,,,,,
E4,170,2022-05-13,Logan ,13,,,,,,,
E4,171,2022-05-13,Logan ,10,,,,,,,
E4,172,2022-05-13,Logan ,9,,,,,,,
E4,173,2022-05-13,Logan ,13,,,,,,,
E4,174,2022-05-13,Logan ,,,,,,,,
E4,175,2022-05-13,Logan ,15,,,,,,,
E4,176,2022-05-13,Logan ,,,,,,,,
E4,177,2022-05-13,Logan ,12,,,,,,,
E4,178,2022-05-13,Logan ,11,,,,,,,
E4,179,2022-05-13,Logan ,,,,,,,,
E4,180,2022-05-13,Logan ,,,,,,,,
E4,181,2022-05-13,Logan ,13,,,,,,,
E4,182,2022-05-13,Logan ,,,,,,,,
E4,183,2022-05-13,Logan ,,,,,,,,
E4,184,2022-05-13,Logan ,,,,,,,,
E4,185,2022-05-13,Logan ,13,,,,,,,
E4,186,2022-05-13,Logan ,,,,,,,,
E4,187,2022-05-13,Logan ,14,,,,,,,
E4,188,2022-05-13,Logan ,12,,,,,,,
E4,189,2022-05-13,Logan ,,,,,,,,
E4,190,2022-05-13,Logan ,13,,,,,,,
E4,191,2022-05-13,Logan ,6,,,,,,,
E4,192,2022-05-13,Logan ,14,,,,,,,
E4,193,2022-05-13,Logan ,,,,,,,,
E4,194,2022-05-13,Logan ,11,,,,,,,
E4,195,2022-05-13,Logan ,8,,,,,,,
E4,196,2022-05-13,Logan ,,,,,,,,
E4,197,2022-05-13,Logan ,,,,,,,,
E4,198,2022-05-13,Logan ,8,,,,,,,
E4,199,2022-05-13,Logan ,9,,,,,,,
E4,200,2022-05-13,Logan ,13,,,,,,,
E4,201,2022-05-13,Logan ,,,,,,,,
E5,1,2022-05-13,Abby,7,,,,,,,
E5,2,2022-05-13,Abby,11,,,,,,,
E5,3,2022-05-13,Abby,8,,,,,,,
E5,4,2022-05-13,Abby,8,,,,,,,
E5,5,2022-05-13,Abby,7,,,,,,,
E5,6,2022-05-13,Abby,9,,,,,,,
E5,7,2022-05-13,Abby,,,,,,,,
E5,8,2022-05-13,Abby,10,,,,,,,
E5,9,2022-05-13,Abby,8,,,,,,,
E5,10,2022-05-13,Abby,,,,,,,,
E5,11,2022-05-13,Abby,5,,,,,,,
E5,12,2022-05-13,Abby,,,,,,,,
E5,13,2022-05-13,Abby,15,,,,,,,
E5,14,2022-05-13,Abby,,,,,,,,
E5,15,2022-05-13,Abby,7,,,,,,,
E5,16,2022-05-13,Abby,6,,,,,,,
E5,17,2022-05-13,Abby,8,,,,,,,
E5,18,2022-05-13,Abby,,,,,,,,
E5,19,2022-05-13,Abby,,,,,,,,
E5,20,2022-05-13,Abby,,,,,,,,
E5,21,2022-05-13,Abby,8,,,,,,,
E5,22,2022-05-13,Abby,,,,,,,,
E5,23,2022-05-13,Abby,9,,,,,,,
E5,24,2022-05-13,Abby,5,,,,,,,
E5,25,2022-05-13,Abby,15,,,,,,,
E5,26,2022-05-13,Abby,7,,,,,,,
E5,27,2022-05-13,Abby,,,,,,,,
E5,28,2022-05-13,Abby,14,,,,,,,
E5,29,2022-05-13,Abby,13,,,,,,,
E5,30,2022-05-13,Abby,,,,,,,,
E5,31,2022-05-13,Abby,11,,,,,,,
E5,32,2022-05-13,Abby,5,,,,,,,
E5,33,2022-05-13,Abby,7,,,,,,,
E5,34,2022-05-13,Abby,8,,,,,,,
E5,35,2022-05-13,Abby,6,,,,,,,
E5,36,2022-05-13,Abby,,,,,,,,
E5,37,2022-05-13,Abby,11,,,,,,,
E5,38,2022-05-13,Abby,,,,,,,,
E5,39,2022-05-13,Abby,8,,,,,,,
E5,40,2022-05-13,Abby,7,,,,,,,
E5,41,2022-05-13,Abby,6,,,,,,,
E5,42,2022-05-13,Abby,6,,,,,,,
E5,43,2022-05-13,Abby,,,,,,,,
E5,44,2022-05-13,Abby,7,,,,,,,
E5,45,2022-05-13,Abby,,,,,,,,
E5,46,2022-05-13,Abby,7,,,,,,,
E5,47,2022-05-13,Abby,,,,,,,,
E5,48,2022-05-13,Abby,6,,,,,,,
E5,49,2022-05-13,Abby,6,,,,,,,
E5,50,2022-05-13,Abby,,,,,,,,
E5,51,2022-05-13,Abby,,,,,,,,
E5,52,2022-05-13,Abby,9,,,,,,,
E5,53,2022-05-13,Abby,17,,,,,,,
E5,54,2022-05-13,Abby,6,,,,,,,
E5,55,2022-05-13,Abby,8,,,,,,,
E5,56,2022-05-13,Abby,4,,,,,,,
E5,57,2022-05-13,Abby,5,,,,,,,
E5,58,2022-05-13,Abby,13,,,,,,,
E5,59,2022-05-13,Abby,8,,,,,,,
E5,60,2022-05-13,Abby,9,,,,,,,
E5,61,2022-05-13,Abby,7,,,,,,,
E5,62,2022-05-13,Abby,5,,,,,,,
E5,63,2022-05-13,Abby,13,,,,,,,
E5,64,2022-05-13,Abby,7,,,,,,,
E5,65,2022-05-13,Abby,6,,,,,,,
E5,66,2022-05-13,Abby,6,,,,,,,
E5,67,2022-05-13,Abby,8,,,,,,,
E5,68,2022-05-13,Abby,13,,,,,,,
E5,69,2022-05-13,Abby,6,,,,,,,
E5,70,2022-05-13,Abby,14,,,,,,,
E5,71,2022-05-13,Abby,10,,,,,,,
E5,72,2022-05-13,Abby,5,,,,,,,
E5,73,2022-05-13,Abby,12,,,,,,,
E5,74,2022-05-13,Abby,,,,,,,,
E5,75,2022-05-13,Abby,8,,,,,,,
E5,76,2022-05-13,Abby,5,,,,,,,
E5,77,2022-05-13,Abby,,,,,,,,
E5,78,2022-05-13,Abby,,,,,,,,
E5,79,2022-05-13,Abby,,,,,,,,
E5,80,2022-05-13,Abby,8,,,,,,,
E5,81,2022-05-13,Abby,9,,,,,,,
E5,82,2022-05-13,Abby,,,,,,,,
E5,83,2022-05-13,Abby,12,,,,,,,
E5,84,2022-05-13,Abby,11,,,,,,,
E5,85,2022-05-13,Abby,10,,,,,,,
E5,86,2022-05-13,Abby,,,,,,,,
E5,87,2022-05-13,Abby,,,,,,,,
E5,88,2022-05-13,Abby,,,,,,,,
E5,89,2022-05-13,Abby,,,,,,,,
E5,90,2022-05-13,Abby,,,,,,,,
E5,91,2022-05-13,Abby,9,,,,,,,
E5,92,2022-05-13,Abby,13,,,,,,,
E5,93,2022-05-13,Abby,8,,,,,,,
E5,94,2022-05-13,Abby,9,,,,,,,
E5,95,2022-05-13,Abby,11,,,,,,,
E5,96,2022-05-13,Abby,11,,,,,,,
E5,97,2022-05-13,Abby,7,,,,,,,
E5,98,2022-05-13,Abby,13,,,,,,,
E5,99,2022-05-13,Abby,11,,,,,,,
E5,100,2022-05-13,Abby,,,,,,,,
E5,101,2022-05-13,Abby,13,,,,,,,
E5,102,2022-05-13,Abby,5,,,,,,,
E5,103,2022-05-13,Abby,10,,,,,,,
E5,104,2022-05-13,Abby,,,,,,,,
E5,105,2022-05-13,Abby,12,,,,,,,
E5,106,2022-05-13,Abby,,,,,,,,
E5,107,2022-05-13,Abby,6,,,,,,,
E5,108,2022-05-13,Abby,,,,,,,,
E5,109,2022-05-13,Abby,9,,,,,,,
E5,110,2022-05-13,Abby,,,,,,,,
E5,111,2022-05-13,Abby,18,,,,,,,
E5,112,2022-05-13,Abby,4,,,,,,,
E5,113,2022-05-13,Abby,18,,,,,,,
E5,114,2022-05-13,Abby,,,,,,,,
E5,115,2022-05-13,Abby,12,,,,,,,
E5,116,2022-05-13,Abby,7,,,,,,,
E5,117,2022-05-13,Abby,8,,,,,,,
E5,118,2022-05-13,Abby,11,,,,,,,
E5,119,2022-05-13,Abby,7,,,,,,,
E5,120,2022-05-13,Abby,8,,,,,,,
E5,121,2022-05-13,Abby,5,,,,,,,
E5,122,2022-05-13,Abby,9,,,,,,,
E5,123,2022-05-13,Abby,13,,,,,,,
E5,124,2022-05-13,Abby,5,,,,,,,
E5,125,2022-05-13,Abby,14,,,,,,,
E5,126,2022-05-13,Abby,5,,,,,,,
E5,127,2022-05-13,Abby,8,,,,,,,
E5,128,2022-05-13,Abby,12,,,,,,,
E5,129,2022-05-13,Abby,8,,,,,,,
E5,130,2022-05-13,Abby,4,,,,,,,
E5,131,2022-05-13,Abby,9,,,,,,,
E5,132,2022-05-13,Abby,,,,,,,,
E5,133,2022-05-13,Abby,,,,,,,,
E5,134,2022-05-13,Abby,,,,,,,,
E5,135,2022-05-13,Abby,,,,,,,,
E5,136,2022-05-13,Abby,7,,,,,,,
E5,137,2022-05-13,Abby,9,,,,,,,
E5,138,2022-05-13,Abby,8,,,,,,,
E5,139,2022-05-13,Abby,6,,,,,,,
E5,140,2022-05-13,Abby,,,,,,,,
E5,141,2022-05-13,Abby,5,,,,,,,
E5,142,2022-05-13,Abby,9,,,,,,,
E5,143,2022-05-13,Abby,7,,,,,,,
E5,144,2022-05-13,Abby,10,,,,,,,
E5,145,2022-05-13,Abby,8,,,,,,,
E5,146,2022-05-13,Abby,,,,,,,,
E5,147,2022-05-13,Abby,4,,,,,,,
