Block,Position,Date,Measurer,Veg,Bud,Flr,Frt,Abt,M,S,N
E3,151,07-Jun,Serena/Jerry,59,,,,,,,
E3,152,07-Jun,Serena/Jerry,24,,,,,,,
E3,153,07-Jun,Serena/Jerry,43,,,,,,,
E3,154,07-Jun,Serena/Jerry,39,,,,,,,
E3,155,07-Jun,Serena/Jerry,40,,,,,,,
E3,156,07-Jun,Serena/Jerry,50,,,,,,,
E3,157,07-Jun,Serena/Jerry,57,,,,,,,
E3,158,07-Jun,Serena/Jerry,26,,,,,,,
E3,159,07-Jun,Serena/Jerry,45,,,,,,,
E3,160,07-Jun,Serena/Jerry,43,,,,,,,
E3,161,07-Jun,Serena/Jerry,59,,,,,,,
E3,162,07-Jun,Serena/Jerry,NA,,,,,,,
E3,163,07-Jun,Serena/Jerry,34,,,,,,,
E3,164,07-Jun,Serena/Jerry,36,,,,,,,
E3,165,07-Jun,Serena/Jerry,45,,,,,,,
E3,166,07-Jun,Serena/Jerry,57,,,,,,,
E3,167,07-Jun,Serena/Jerry,20,,,,,,,
E3,168,07-Jun,Serena/Jerry,48,,,,,,,
E3,169,07-Jun,Serena/Jerry,43,,,,,,,
E3,170,07-Jun,Serena/Jerry,28,,,,,,,
E3,171,07-Jun,Serena/Jerry,46,,,,,,,
E3,172,07-Jun,Serena/Jerry,40,,,,,,,
E3,173,07-Jun,Serena/Jerry,45,,,,,,,
E3,174,07-Jun,Serena/Jerry,30,,,,,,,
E3,175,07-Jun,Serena/Jerry,53,,,,,,,
E3,176,07-Jun,Serena/Jerry,50,,,,,,,
E3,177,07-Jun,Serena/Jerry,NA,,,,,,,
E3,178,07-Jun,Serena/Jerry,63,,,,,,,
E3,179,07-Jun,Serena/Jerry,52,,,,,,,
E3,180,07-Jun,Serena/Jerry,63,,,,,,,
E3,181,07-Jun,Serena/Jerry,37,,,,,,,
E3,182,07-Jun,Serena/Jerry,NA,,,,,,,
E3,183,07-Jun,Serena/Jerry,40,,,,,,,
E3,184,07-Jun,Serena/Jerry,49,,,,,,,
E3,185,07-Jun,Serena/Jerry,46,,,,,,,
E3,186,07-Jun,Serena/Jerry,29,,,,,,,
E3,187,07-Jun,Serena/Jerry,30,,,,,,,
E3,188,07-Jun,Serena/Jerry,NA,,,,,,,
E3,189,07-Jun,Serena/Jerry,40,,,,,,,
E3,190,07-Jun,Serena/Jerry,42,,,,,,,
E3,191,07-Jun,Serena/Jerry,34,,,,,,,
E3,192,07-Jun,Serena/Jerry,35,,,,,,,
E3,193,07-Jun,Serena/Jerry,43,,,,,,,
E3,194,07-Jun,Serena/Jerry,75,,,,,,,
E3,195,07-Jun,Serena/Jerry,42,,,,,,,
E3,196,07-Jun,Serena/Jerry,39,,,,,,,
E3,197,07-Jun,Serena/Jerry,48,,,,,,,
E3,198,07-Jun,Serena/Jerry,55,,,,,,,
E3,199,07-Jun,Serena/Jerry,36,,,,,,,
E3,200,07-Jun,Serena/Jerry,36,,,,,,,
E4,1,07-Jun,Julia/William,NA,,,,,,,
E4,2,07-Jun,Julia/William,NA,,,,,,,
E4,3,07-Jun,Julia/William,42,,,,,,,
E4,4,07-Jun,Julia/William,41,,,,,,,
E4,5,07-Jun,Julia/William,30,,,,,,,
E4,6,07-Jun,Julia/William,32,,,,,,,
E4,7,07-Jun,Julia/William,38,,,,,,,
E4,8,07-Jun,Julia/William,24,,,,,,,
E4,9,07-Jun,Julia/William,31,,,,,,,
E4,10,07-Jun,Julia/William,22,,,,,,,
E4,11,07-Jun,Julia/William,39,,,,,,,
E4,12,07-Jun,Julia/William,35,,,,,,,
E4,13,07-Jun,Julia/William,34,,,,,,,
E4,14,07-Jun,Julia/William,39,,,,,,,
E4,15,07-Jun,Julia/William,24,,,,,,,
E4,16,07-Jun,Julia/William,54,,,,,,,
E4,17,07-Jun,Julia/William,53,,,,,,,
E4,18,07-Jun,Julia/William,28,,,,,,,
E4,19,07-Jun,Julia/William,67,,,,,,,
E4,20,07-Jun,Julia/William,47,,,,,,,
E4,21,07-Jun,Julia/William,38,,,,,,,
E4,22,07-Jun,Julia/William,19,,,,,,,
E4,23,07-Jun,Julia/William,19,,,,,,,
E4,24,07-Jun,Julia/William,35,,,,,,,
E4,25,07-Jun,Julia/William,36,,,,,,,
E4,26,07-Jun,Julia/William,34,,,,,,,
E4,27,07-Jun,Julia/William,35,,,,,,,
E4,28,07-Jun,Julia/William,57,,,,,,,
E4,29,07-Jun,Julia/William,43,,,,,,,
E4,30,07-Jun,Julia/William,42,,,,,,,
E4,31,07-Jun,Julia/William,34,,,,,,,
E4,32,07-Jun,Julia/William,40,,,,,,,
E4,33,07-Jun,Julia/William,52,,,,,,,
E4,34,07-Jun,Julia/William,44,,,,,,,
E4,35,07-Jun,Julia/William,49,,,,,,,
E4,36,07-Jun,Julia/William,39,,,,,,,
E4,37,07-Jun,Julia/William,38,,,,,,,
E4,38,07-Jun,Julia/William,48,,,,,,,
E4,39,07-Jun,Julia/William,39,,,,,,,
E4,40,07-Jun,Julia/William,37,,,,,,,
E4,41,07-Jun,Julia/William,21,,,,,,,
E4,42,07-Jun,Julia/William,30,,,,,,,
E4,43,07-Jun,Julia/William,31,,,,,,,
E4,44,07-Jun,Julia/William,22,,,,,,,
E4,45,07-Jun,Julia/William,34,,,,,,,
E4,46,07-Jun,Julia/William,66,,,,,,,
E4,47,07-Jun,Julia/William,13,,,,,,,
E4,48,07-Jun,Julia/William,43.5,,,,,,,
E4,49,07-Jun,Julia/William,36,,,,,,,
E4,50,07-Jun,Julia/William,29,,,,,,,
E4,51,07-Jun,Julia/William,48,,,,,,,
E4,52,07-Jun,Julia/William,47,,,,,,,
E4,53,07-Jun,Julia/William,45,,,,,,,
E4,54,07-Jun,Julia/William,41,,,,,,,
E4,55,07-Jun,Julia/William,41,,,,,,,
E4,56,07-Jun,Julia/William,43,,,,,,,
E4,57,07-Jun,Julia/William,57,,,,,,,
E4,58,07-Jun,Julia/William,63,,,,,,,
E4,59,07-Jun,Julia/William,59,,,,,,,
E4,60,07-Jun,Julia/William,38,,,,,,,
E4,61,07-Jun,Julia/William,40,,,,,,,
E4,62,07-Jun,Julia/William,30,,,,,,,
E4,63,07-Jun,Julia/William,43,,,,,,,
E4,64,07-Jun,Julia/William,55,,,,,,,
E4,65,07-Jun,Julia/William,49,,,,,,,
E4,66,07-Jun,Julia/William,51,,,,,,,
E4,67,07-Jun,Julia/William,34,,,,,,,
E4,68,07-Jun,Julia/William,41,,,,,,,
E4,69,07-Jun,Julia/William,43,,,,,,,
E4,70,07-Jun,Julia/William,40,,,,,,,
E4,71,07-Jun,Julia/William,56,,,,,,,
E4,72,07-Jun,Julia/William,12,,,,,,,
E4,73,07-Jun,Julia/William,68,,,,,,,
E4,74,07-Jun,Julia/William,45,,,,,,,
E4,75,07-Jun,Julia/William,43,,,,,,,
E4,76,07-Jun,Julia/William,NA,,,,,,,
E4,77,07-Jun,Julia/William,NA,,,,,,,
E4,78,07-Jun,Julia/William,63,,,,,,,
E4,79,07-Jun,Julia/William,24,,,,,,,
E4,80,07-Jun,Julia/William,34,,,,,,,
E4,81,07-Jun,Julia/William,57,,,,,,,
E4,82,07-Jun,Julia/William,38,,,,,,,
E4,83,07-Jun,Julia/William,59,,,,,,,
E4,84,07-Jun,Julia/William,53,,,,,,,
E4,85,07-Jun,Julia/William,NA,,,,,,,
E4,86,07-Jun,Julia/William,59,,,,,,,
E4,87,07-Jun,Julia/William,38,,,,,,,
E4,88,07-Jun,Julia/William,20,,,,,,,
E4,89,07-Jun,Julia/William,33,,,,,,,
E4,90,07-Jun,Julia/William,31,,,,,,,
E4,91,07-Jun,Julia/William,45,,,,,,,
E4,92,07-Jun,Julia/William,46,,,,,,,
E4,93,07-Jun,Julia/William,59,,,,,,,
E4,94,07-Jun,Julia/William,40,,,,,,,
E4,95,07-Jun,Julia/William,24,,,,,,,
E4,96,07-Jun,Julia/William,34,,,,,,,
E4,97,07-Jun,Julia/William,38,,,,,,,
E4,98,07-Jun,Julia/William,25,,,,,,,
E4,99,07-Jun,Julia/William,45,,,,,,,
E4,100,07-Jun,Julia/William,71,,,,,,,
E4,101,07-Jun,Julia/William,46.5,,,,,,,
E4,102,07-Jun,Julia/William,50,,,,,,,
E4,103,07-Jun,Julia/William,61,,,,,,,
E4,104,07-Jun,Julia/William,35.5,,,,,,,
E4,105,07-Jun,Julia/William,50,,,,,,,
E4,106,07-Jun,Julia/William,38,,,,,,,
E4,107,07-Jun,Julia/William,34.5,,,,,,,
E4,108,07-Jun,Julia/William,45,,,,,,,
E4,109,07-Jun,Julia/William,37,,,,,,,
E4,110,07-Jun,Julia/William,50.5,,,,,,,
E4,111,07-Jun,Julia/William,32,,,,,,,
E4,112,07-Jun,Julia/William,46.5,,,,,,,
E4,113,07-Jun,Julia/William,56,,,,,,,
E4,114,07-Jun,Julia/William,35.5,,,,,,,
E4,115,07-Jun,Julia/William,38,,,,,,,
E4,116,07-Jun,Julia/William,14,,,,,,,
E4,117,07-Jun,Julia/William,54.5,,,,,,,
E4,118,07-Jun,Julia/William,50,,,,,,,
E4,119,07-Jun,Julia/William,NA,,,,,,,
E4,120,07-Jun,Julia/William,59,,,,,,,
E4,121,07-Jun,Julia/William,33.5,,,,,,,
E4,122,07-Jun,Julia/William,29,,,,,,,
E4,123,07-Jun,Julia/William,27,,,,,,,
E4,124,07-Jun,Julia/William,37,,,,,,,
E4,125,07-Jun,Julia/William,31,,,,,,,
E4,126,07-Jun,Julia/William,37,,,,,,,
E4,127,07-Jun,Julia/William,40,,,,,,,
E4,128,07-Jun,Julia/William,62,,,,,,,
E4,129,07-Jun,Julia/William,52,,,,,,,
E4,130,07-Jun,Julia/William,43,,,,,,,
E4,131,07-Jun,Julia/William,55,,,,,,,
E4,132,07-Jun,Julia/William,31,,,,,,,
E4,133,07-Jun,Julia/William,19,,,,,,,
E4,134,07-Jun,Julia/William,38,,,,,,,
E4,135,07-Jun,Julia/William,55,,,,,,,
E4,136,07-Jun,Julia/William,51,,,,,,,
E4,137,07-Jun,Julia/William,42,,,,,,,
E4,138,07-Jun,Julia/William,43,,,,,,,
E4,139,07-Jun,Julia/William,43,,,,,,,
E4,140,07-Jun,Julia/William,51,,,,,,,
E4,141,07-Jun,Julia/William,49,,,,,,,
E4,142,07-Jun,Julia/William,57,,,,,,,
E4,143,07-Jun,Julia/William,41,,,,,,,
E4,144,07-Jun,Julia/William,35,,,,,,,
E4,145,07-Jun,Julia/William,35,,,,,,,
E4,146,07-Jun,Julia/William,39,,,,,,,
E4,147,07-Jun,Julia/William,59,,,,,,,
E4,148,07-Jun,Julia/William,55,,,,,,,
E4,149,07-Jun,Julia/William,44,,,,,,,
E4,150,07-Jun,Julia/William,29,,,,,,,
E4,151,07-Jun,Julia/William,30,,,,,,,
E4,152,07-Jun,Julia/William,35,,,,,,,
E4,153,07-Jun,Julia/William,56.6,,,,,,,
E4,154,07-Jun,Julia/William,32.5,,,,,,,
E4,155,07-Jun,Julia/William,26,,,,,,,
E4,156,07-Jun,Julia/William,NA,,,,,,,
E4,157,07-Jun,Julia/William,43,,,,,,,
E4,158,07-Jun,Julia/William,45,,,,,,,
E4,159,07-Jun,Julia/William,28.5,,,,,,,
E4,160,07-Jun,Julia/William,21,,,,,,,
E4,161,07-Jun,Julia/William,41,,,,,,,
E4,162,07-Jun,Julia/William,52,,,,,,,
E4,163,07-Jun,Julia/William,38,,,,,,,
E4,164,07-Jun,Julia/William,45,,,,,,,
E4,165,07-Jun,Julia/William,37,,,,,,,
E4,166,07-Jun,Julia/William,31,,,,,,,
E4,167,07-Jun,Julia/William,69,,,,,,,
E4,168,07-Jun,Julia/William,43,,,,,,,
E4,169,07-Jun,Julia/William,33,,,,,,,
E4,170,07-Jun,Julia/William,44,,,,,,,
E4,171,07-Jun,Julia/William,33,,,,,,,
E4,172,07-Jun,Julia/William,23,,,,,,,
E4,173,07-Jun,Julia/William,43,,,,,,,
E4,174,07-Jun,Julia/William,42.5,,,,,,,
E4,175,07-Jun,Julia/William,54,,,,,,,
E4,176,07-Jun,Julia/William,55,,,,,,,
E4,177,07-Jun,Julia/William,30.5,,,,,,,
E4,178,07-Jun,Julia/William,42,,,,,,,
E4,179,07-Jun,Julia/William,46,,,,,,,
E4,180,07-Jun,Julia/William,NA,,,,,,,
E4,181,07-Jun,Julia/William,54,,,,,,,
E4,182,07-Jun,Julia/William,38,,,,,,,
E4,183,07-Jun,Julia/William,51,,,,,,,
E4,184,07-Jun,Julia/William,27,,,,,,,
E4,185,07-Jun,Julia/William,35,,,,,,,
E4,186,07-Jun,Julia/William,NA,,,,,,,
E4,187,07-Jun,Julia/William,40,,,,,,,
E4,188,07-Jun,Julia/William,57,,,,,,,
E4,189,07-Jun,Julia/William,NA,,,,,,,
E4,190,07-Jun,Julia/William,61,,,,,,,
E4,191,07-Jun,Julia/William,27.5,,,,,,,
E4,192,07-Jun,Julia/William,54,,,,,,,
E4,193,07-Jun,Julia/William,36.5,,,,,,,
E4,194,07-Jun,Julia/William,52,,,,,,,
E4,195,07-Jun,Julia/William,57,,,,,,,
E4,196,07-Jun,Julia/William,35.5,,,,,,,
E4,197,07-Jun,Julia/William,41,,,,,,,
E4,198,07-Jun,Julia/William,34,,,,,,,
E4,199,07-Jun,Julia/William,32,,,,,,,
E4,200,07-Jun,Julia/William,46,,,,,,,
E4,201,07-Jun,Julia/William,51,,,,,,,
E5,1,07-Jun,Emily,50,,,,,,,
E5,2,07-Jun,Emily,69.5,,,,,,,
E5,3,07-Jun,Emily,40.5,,,,,,,
E5,4,07-Jun,Emily,51.5,,,,,,,
E5,5,07-Jun,Emily,50.5,,,,,,,
E5,6,07-Jun,Emily,50.5,,,,,,,
E5,7,07-Jun,Emily,NA,,,,,,,
E5,8,07-Jun,Emily,53.5,,,,,,,
E5,9,07-Jun,Emily,45.5,,,,,,,
E5,10,07-Jun,Emily,60,,,,,,,
E5,11,07-Jun,Emily,63.5,,,,,,,
E5,12,07-Jun,Emily,38.5,,,,,,,
E5,13,07-Jun,Emily,53,,,,,,,
E5,14,07-Jun,Emily,45.5,,,,,,,
E5,15,07-Jun,Emily,46,,,,,,,
E5,16,07-Jun,Emily,47.5,,,,,,,
E5,17,07-Jun,Emily,54,,,,,,,
E5,18,07-Jun,Emily,53.5,,,,,,,
E5,19,07-Jun,Emily,56.5,,,,,,,
E5,20,07-Jun,Emily,42,,,,,,,
E5,21,07-Jun,Emily,51,,,,,,,
E5,22,07-Jun,Emily,48,,,,,,,
E5,23,07-Jun,Emily,55.5,,,,,,,
E5,24,07-Jun,Emily,41,,,,,,,
E5,25,07-Jun,Emily,64,,,,,,,
E5,26,07-Jun,Emily,40.5,,,,,,,
E5,27,07-Jun,Emily,37,,,,,,,
E5,28,07-Jun,Emily,58,,,,,,,
E5,29,07-Jun,Emily,55.5,,,,,,,
E5,30,07-Jun,Emily,NA,,,,,,,
E5,31,07-Jun,Emily,46,,,,,,,
E5,32,07-Jun,Emily,33,,,,,,,
E5,33,07-Jun,Emily,46,,,,,,,
E5,34,07-Jun,Emily,40,,,,,,,
E5,35,07-Jun,Emily,58.5,,,,,,,
E5,36,07-Jun,Emily,30,,,,,,,
E5,37,07-Jun,Emily,51.5,,,,,,,
E5,38,07-Jun,Emily,55,,,,,,,
E5,39,07-Jun,Emily,67,,,,,,,
E5,40,07-Jun,Emily,70.5,,,,,,,
E5,41,07-Jun,Emily,53.5,,,,,,,
E5,42,07-Jun,Emily,53,,,,,,,
E5,43,07-Jun,Emily,28,,,,,,,
E5,44,07-Jun,Emily,59.5,,,,,,,
E5,45,07-Jun,Emily,35,,,,,,,
E5,46,07-Jun,Emily,54,,,,,,,
E5,47,07-Jun,Emily,39.5,,,,,,,
E5,48,07-Jun,Emily,37,,,,,,,
E5,49,07-Jun,Emily,40.5,,,,,,,
E5,50,07-Jun,Emily,40,,,,,,,
E5,51,07-Jun,Emily,53.5,,,,,,,
E5,52,07-Jun,Emily,67.5,,,,,,,
E5,53,07-Jun,Emily,NA,,,,,,,
E5,54,07-Jun,Emily,58,,,,,,,
E5,55,07-Jun,Emily,28,,,,,,,
E5,56,07-Jun,Emily,49.5,,,,,,,
E5,57,07-Jun,Emily,52.5,,,,,,,
E5,58,07-Jun,Emily,26.5,,,,,,,
E5,59,07-Jun,Emily,57,,,,,,,
E5,60,07-Jun,Emily,48,,,,,,,
E5,61,07-Jun,Emily,54,,,,,,,
E5,62,07-Jun,Emily,55,,,,,,,
E5,63,07-Jun,Emily,54.5,,,,,,,
E5,64,07-Jun,Emily,58,,,,,,,
E5,65,07-Jun,Emily,NA,,,,,,,
E5,66,07-Jun,Emily,38,,,,,,,
E5,67,07-Jun,Emily,NA,,,,,,,
E5,68,07-Jun,Emily,38.5,,,,,,,
E5,69,07-Jun,Emily,52,,,,,,,
E5,70,07-Jun,Emily,NA,,,,,,,
E5,71,07-Jun,Emily,64,,,,,,,
E5,72,07-Jun,Emily,31,,,,,,,
E5,73,07-Jun,Emily,52,,,,,,,
E5,74,07-Jun,Emily,21.5,,,,,,,
E5,75,07-Jun,Emily,55.5,,,,,,,
E5,76,07-Jun,Emily,43.5,,,,,,,
E5,77,07-Jun,Emily,NA,,,,,,,
E5,78,07-Jun,Emily,NA,,,,,,,
E5,79,07-Jun,Emily,32,,,,,,,
E5,80,07-Jun,Emily,55,,,,,,,
E5,81,07-Jun,Emily,NA,,,,,,,
E5,82,07-Jun,Emily,34,,,,,,,
E5,83,07-Jun,Emily,NA,,,,,,,
E5,84,07-Jun,Emily,NA,,,,,,,
E5,85,07-Jun,Emily,36,,,,,,,
E5,86,07-Jun,Emily,45,,,,,,,
E5,87,07-Jun,Emily,53.5,,,,,,,
E5,88,07-Jun,Emily,53.5,,,,,,,
E5,89,07-Jun,Emily,NA,,,,,,,
E5,90,07-Jun,Emily,34,,,,,,,
E5,91,07-Jun,Emily,43.5,,,,,,,
E5,92,07-Jun,Emily,45,,,,,,,
E5,93,07-Jun,Emily,34,,,,,,,
E5,94,07-Jun,Emily,NA,,,,,,,
E5,95,07-Jun,Emily,39,,,,,,,
E5,96,07-Jun,Emily,40,,,,,,,
E5,97,07-Jun,Emily,37,,,,,,,
E5,98,07-Jun,Emily,53.5,,,,,,,
E5,99,07-Jun,Emily,72,,,,,,,
E5,100,07-Jun,Emily,65.5,,,,,,,
E5,101,07-Jun,Emily,60.5,,,,,,,
E5,102,07-Jun,Emily,57,,,,,,,
E5,103,07-Jun,Emily,54,,,,,,,
E5,104,07-Jun,Emily,NA,,,,,,,
E5,105,07-Jun,Emily,60.5,,,,,,,
E5,106,07-Jun,Emily,NA,,,,,,,
E5,107,07-Jun,Emily,42,,,,,,,
E5,108,07-Jun,Emily,NA,,,,,,,
E5,109,07-Jun,Emily,42,,,,,,,
E5,110,07-Jun,Emily,NA,,,,,,,
E5,111,07-Jun,Emily,71,,,,,,,
E5,112,07-Jun,Emily,30,,,,,,,
E5,113,07-Jun,Emily,51,,,,,,,
E5,114,07-Jun,Emily,34,,,,,,,
