Block,Pos,Date,Measurer,Veg,Bud,Flr,Fert,Abt,M,S,N,
E3,76,02-Jun,Maya,16,,,,,,,,
E3,77,02-Jun,Maya,NA,,,,,,,,
E3,78,02-Jun,Maya,NA,,,,,,,,
E3,79,02-Jun,Maya,14,,,,,,,,
E3,80,02-Jun,Maya,22.5,,,,,,,,
E3,81,02-Jun,Maya,17,,,,,,,,
E3,82,02-Jun,Maya,8,,,,,,,,
E3,83,02-Jun,Maya,14,,,,,,,,
E3,84,02-Jun,Maya,20,,,,,,,,
E3,85,02-Jun,Maya,21,,,,,,,,
E3,86,02-Jun,Maya,18,,,,,,,,
E3,87,02-Jun,Maya,20,,,,,,,,
E3,88,02-Jun,Maya,30,,,,,,,,
E3,89,02-Jun,Maya,30.5,,,,,,,,
E3,90,02-Jun,Maya,10,,,,,,,,
E3,91,02-Jun,Maya,NA,,,,,,,,
E3,92,02-Jun,Maya,15.5,,,,,,,,
E3,93,02-Jun,Maya,17,,,,,,,,
E3,94,02-Jun,Maya,16,,,,,,,,
E3,95,02-Jun,Maya,13,,,,,,,,
E3,96,02-Jun,Maya,15,,,,,,,,
E3,97,02-Jun,Maya,13,,,,,,,,
E3,98,02-Jun,Maya,24,,,,,,,,
E3,99,02-Jun,Maya,22,,,,,,,,
E3,100,02-Jun,Maya,NA,,,,,,,,
E3,101,02-Jun,Logan/Diego,9,,,,,,,,
E3,102,02-Jun,Logan/Diego,16,,,,,,,,
E3,103,02-Jun,Logan/Diego,14.5,,,,,,,,
E3,104,02-Jun,Logan/Diego,19,,,,,,,,
E3,105,02-Jun,Logan/Diego,14,,,,,,,,
E3,106,02-Jun,Logan/Diego,24,,,,,,,,
E3,107,02-Jun,Logan/Diego,11.5,,,,,,,,
E3,108,02-Jun,Logan/Diego,13,,,,,,,,
E3,109,02-Jun,Logan/Diego,30,,,,,,,,
E3,110,02-Jun,Logan/Diego,12,,,,,,,,
E3,111,02-Jun,Logan/Diego,22,,,,,,,,
E3,112,02-Jun,Logan/Diego,16,,,,,,,,
E3,113,02-Jun,Logan/Diego,20.5,,,,,,,,
E3,114,02-Jun,Logan/Diego,22,,,,,,,,
E3,115,02-Jun,Logan/Diego,20,,,,,,,,
E3,116,02-Jun,Logan/Diego,17,,,,,,,,
E3,117,02-Jun,Logan/Diego,20.5,,,,,,,,
E3,118,02-Jun,Logan/Diego,24.5,,,,,,,,
E3,119,02-Jun,Logan/Diego,23,,,,,,,,
E3,120,02-Jun,Logan/Diego,17,,,,,,,,
E3,121,02-Jun,Logan/Diego,21,,,,,,,,
E3,122,02-Jun,Logan/Diego,17,,,,,,,,
E3,123,02-Jun,Logan/Diego,15,,,,,,,,
E3,124,02-Jun,Logan/Diego,14,,,,,,,,
E3,125,02-Jun,Logan/Diego,14,,,,,,,,
E3,126,02-Jun,Logan/Diego,29,,,,,,,,
E3,127,02-Jun,Logan/Diego,28,,,,,,,,
E3,128,02-Jun,Logan/Diego,28,,,,,,,,
E3,129,02-Jun,Logan/Diego,27,,,,,,,,
E3,130,02-Jun,Logan/Diego,18,,,,,,,,
E3,131,02-Jun,Logan/Diego,30.5,,,,,,,,
E3,132,02-Jun,Logan/Diego,11.5,,,,,,,,
E3,133,02-Jun,Logan/Diego,28,,,,,,,,
E3,134,02-Jun,Logan/Diego,16,,,,,,,,
E3,135,02-Jun,Logan/Diego,19,,,,,,,,
E3,136,02-Jun,Logan/Diego,17,,,,,,,,
E3,137,02-Jun,Logan/Diego,14,,,,,,,,
E3,138,02-Jun,Logan/Diego,12,,,,,,,,
E3,139,02-Jun,Logan/Diego,19,,,,,,,,
E3,140,02-Jun,Logan/Diego,15,,,,,,,,
E3,141,02-Jun,Logan/Diego,31,,,,,,,,
E3,142,02-Jun,Logan/Diego,4,,,,,,,,
E3,143,02-Jun,Logan/Diego,25,,,,,,,,
E3,144,02-Jun,Logan/Diego,14,,,,,,,,
E3,145,02-Jun,Logan/Diego,19,,,,,,,,
E3,146,02-Jun,Logan/Diego,24,,,,,,,,
E3,147,02-Jun,Logan/Diego,21,,,,,,,,
E3,148,02-Jun,Logan/Diego,19,,,,,,,,
E3,149,02-Jun,Logan/Diego,30,,,,,,,,
E3,150,02-Jun,Logan/Diego,16,,,,,,,,
E3,151,02-Jun,Logan/Diego,20,,,,,,,,
E3,152,02-Jun,Logan/Diego,17,,,,,,,,
E3,153,02-Jun,Logan/Diego,17.5,,,,,,,,
E3,154,02-Jun,Logan/Diego,21,,,,,,,,
E3,155,02-Jun,Logan/Diego,11,,,,,,,,
E3,156,02-Jun,Logan/Diego,24,,,,,,,,
E3,157,02-Jun,Logan/Diego,17.5,,,,,,,,
E3,158,02-Jun,Logan/Diego,14,,,,,,,,
E3,159,02-Jun,Logan/Diego,19.5,,,,,,,,
E3,160,02-Jun,Logan/Diego,15,,,,,,,,
E3,161,02-Jun,Logan/Diego,24,,,,,,,,
E3,162,02-Jun,Logan/Diego,12,,,,,,,,
E3,163,02-Jun,Logan/Diego,8.5,,,,,,,,
E3,164,02-Jun,Logan/Diego,17,,,,,,,,
E3,165,02-Jun,Logan/Diego,17,,,,,,,,
E3,166,02-Jun,Logan/Diego,21,,,,,,,,
E3,167,02-Jun,Logan/Diego,17.5,,,,,,,,
E3,168,02-Jun,Logan/Diego,22,,,,,,,,
E3,169,02-Jun,Logan/Diego,20,,,,,,,,
E3,170,02-Jun,Logan/Diego,10,,,,,,,,
E3,171,02-Jun,Logan/Diego,16,,,,,,,,
E3,172,02-Jun,Logan/Diego,18,,,,,,,,
E3,173,02-Jun,Logan/Diego,22,,,,,,,,
E3,174,02-Jun,Logan/Diego,20,,,,,,,,
E3,175,02-Jun,Logan/Diego,19.5,,,,,,,,
E3,176,02-Jun,Logan/Diego,21,,,,,,,,
E3,177,02-Jun,Logan/Diego,17.5,,,,,,,,
E3,178,02-Jun,Logan/Diego,27,,,,,,,,
E3,179,02-Jun,Logan/Diego,26,,,,,,,,
E3,180,02-Jun,Logan/Diego,36,,,,,,,,
E3,181,02-Jun,Logan/Diego,37,,,,,,,,
E3,182,02-Jun,Logan/Diego,22,,,,,,,,
E3,183,02-Jun,Logan/Diego,14,,,,,,,,
E3,184,02-Jun,Logan/Diego,24.5,,,,,,,,
E3,185,02-Jun,Logan/Diego,11,,,,,,,,
E3,186,02-Jun,Logan/Diego,16,,,,,,,,
E3,187,02-Jun,Logan/Diego,12,,,,,,,,
E3,188,02-Jun,Logan/Diego,19.5,,,,,,,,
E3,189,02-Jun,Logan/Diego,16,,,,,,,,
E3,190,02-Jun,Logan/Diego,23,,,,,,,,
E3,191,02-Jun,Logan/Diego,17,,,,,,,,
E3,192,02-Jun,Logan/Diego,18,,,,,,,,
E3,193,02-Jun,Logan/Diego,14,,,,,,,,
E3,194,02-Jun,Logan/Diego,18.5,,,,,,,,
E3,195,02-Jun,Logan/Diego,11.5,,,,,,,,
E3,196,02-Jun,Logan/Diego,14.5,,,,,,,,
E3,197,02-Jun,Logan/Diego,NA,,,,,,,,
E3,198,02-Jun,Logan/Diego,NA,,,,,,,,
E3,199,02-Jun,Logan/Diego,NA,,,,,,,,
E3,200,02-Jun,Logan/Diego,NA,,,,,,,,
E4,1,02-Jun,Logan/Diego,NA,,,,,,,,
E4,2,02-Jun,Logan/Diego,NA,,,,,,,,
E4,3,02-Jun,Logan/Diego,23,,,,,,,,
E4,4,02-Jun,Logan/Diego,33,,,,,,,,
E4,5,02-Jun,Logan/Diego,21,,,,,,,,
E4,6,02-Jun,Logan/Diego,20,,,,,,,,
E4,7,02-Jun,Logan/Diego,21,,,,,,,,
E4,8,02-Jun,Logan/Diego,17,,,,,,,,
E4,9,02-Jun,Logan/Diego,13,,,,,,,,
E4,10,02-Jun,Logan/Diego,19,,,,,,,,
E4,11,02-Jun,Logan/Diego,15,,,,,,,,
E4,12,02-Jun,Logan/Diego,7,,,,,,,,
E4,13,02-Jun,Logan/Diego,29,,,,,,,,
E4,14,02-Jun,Logan/Diego,31,,,,,,,,
E4,15,02-Jun,Logan/Diego,16,,,,,,,,
E4,16,02-Jun,Logan/Diego,34,,,,,,,,
E4,17,02-Jun,Logan/Diego,28,,,,,,,,
E4,18,02-Jun,Logan/Diego,21,,,,,,,,
E4,19,02-Jun,Logan/Diego,7,,,,,,,,
E4,20,02-Jun,Logan/Diego,15,,,,,,,,
E4,21,02-Jun,Logan/Diego,15,,,,,,,,
E4,22,02-Jun,Logan/Diego,12,,,,,,,,
E4,23,02-Jun,Logan/Diego,11,,,,,,,,
E4,24,02-Jun,Logan/Diego,8,,,,,,,,
E4,25,02-Jun,Logan/Diego,18,,,,,,,,
E4,26,02-Jun,Logan/Diego,16.5,,,,,,,,
E4,27,02-Jun,Logan/Diego,7,,,,,,,,
E4,28,02-Jun,Logan/Diego,20.5,,,,,,,,
E4,29,02-Jun,Logan/Diego,12,,,,,,,,
E4,30,02-Jun,Logan/Diego,18,,,,,,,,
E4,31,02-Jun,Logan/Diego,9,,,,,,,,
E4,32,02-Jun,Logan/Diego,8,,,,,,,,
E4,33,02-Jun,Logan/Diego,20,,,,,,,,
E4,34,02-Jun,Logan/Diego,14,,,,,,,,
E4,35,02-Jun,Logan/Diego,13,,,,,,,,
E4,36,02-Jun,Logan/Diego,12.5,,,,,,,,
E4,37,02-Jun,Logan/Diego,22,,,,,,,,
E4,38,02-Jun,Logan/Diego,14.5,,,,,,,,
E4,39,02-Jun,Logan/Diego,12,,,,,,,,
E4,40,02-Jun,Logan/Diego,14,,,,,,,,
E4,41,02-Jun,Logan/Diego,15,,,,,,,,
E4,42,02-Jun,Logan/Diego,17.5,,,,,,,,
E4,43,02-Jun,Logan/Diego,21,,,,,,,,
E4,44,02-Jun,Logan/Diego,11,,,,,,,,
E4,45,02-Jun,Logan/Diego,10,,,,,,,,
E4,46,02-Jun,Logan/Diego,20,,,,,,,,
E4,47,02-Jun,Logan/Diego,14,,,,,,,,
E4,48,02-Jun,Logan/Diego,12,,,,,,,,
E4,49,02-Jun,Logan/Diego,6,,,,,,,,
E4,50,02-Jun,Logan/Diego,16,,,,,,,,
E4,51,02-Jun,Logan/Diego,13,,,,,,,,
E4,52,02-Jun,Logan/Diego,12,,,,,,,,
E4,53,02-Jun,Logan/Diego,13,,,,,,,,
E4,54,02-Jun,Logan/Diego,13,,,,,,,,
E4,55,02-Jun,Logan/Diego,17,,,,,,,,
E4,56,02-Jun,Logan/Diego,10,,,,,,,,
E4,57,02-Jun,Logan/Diego,18,,,,,,,,
E4,58,02-Jun,Logan/Diego,20,,,,,,,,
E4,59,02-Jun,Logan/Diego,10,,,,,,,,
E4,60,02-Jun,Logan/Diego,12,,,,,,,,
E4,61,02-Jun,Logan/Diego,13,,,,,,,,
E4,62,02-Jun,Logan/Diego,14,,,,,,,,
E4,63,02-Jun,Logan/Diego,19,,,,,,,,
E4,64,02-Jun,Logan/Diego,21,,,,,,,,
E4,65,02-Jun,Logan/Diego,NA,,,,,,,,
E4,66,02-Jun,Logan/Diego,9,,,,,,,,
E4,67,02-Jun,Logan/Diego,24,,,,,,,,
E4,68,02-Jun,Logan/Diego,17,,,,,,,,
E4,69,02-Jun,Logan/Diego,17,,,,,,,,
E4,70,02-Jun,Logan/Diego,17,,,,,,,,
E4,71,02-Jun,Logan/Diego,18,,,,,,,,
E4,72,02-Jun,Logan/Diego,10.5,,,,,,,,
E4,73,02-Jun,Logan/Diego,20,,,,,,,,
E4,74,02-Jun,Logan/Diego,17,,,,,,,,
E4,75,02-Jun,Logan/Diego,14,,,,,,,,
E4,76,02-Jun,Logan/Diego,NA,,,,,,,,
E4,77,02-Jun,Logan/Diego,14,,,,,,,,
E4,78,02-Jun,Logan/Diego,19,,,,,,,,
E4,79,02-Jun,Logan/Diego,18,,,,,,,,
E4,80,02-Jun,Logan/Diego,13,,,,,,,,
E4,81,02-Jun,Logan/Diego,20,,,,,,,,
E4,82,02-Jun,Logan/Diego,25,,,,,,,,
E4,83,02-Jun,Logan/Diego,12.5,,,,,,,,
E4,84,02-Jun,Logan/Diego,9,,,,,,,,
E4,85,02-Jun,Logan/Diego,5,,,,,,,,
E4,86,02-Jun,Logan/Diego,20,,,,,,,,
E4,87,02-Jun,Logan/Diego,12,,,,,,,,
E4,88,02-Jun,Logan/Diego,18,,,,,,,,
E4,89,02-Jun,Logan/Diego,22,,,,,,,,
E4,90,02-Jun,Logan/Diego,5,,,,,,,,
E4,91,02-Jun,Logan/Diego,16.5,,,,,,,,
E4,92,02-Jun,Logan/Diego,16,,,,,,,,
E4,93,02-Jun,Logan/Diego,16,,,,,,,,
E4,94,02-Jun,Logan/Diego,13.5,,,,,,,,
E4,95,02-Jun,Logan/Diego,11,,,,,,,,
E4,96,02-Jun,Logan/Diego,12,,,,,,,,
E4,97,02-Jun,Logan/Diego,16,,,,,,,,
E4,98,02-Jun,Logan/Diego,12,,,,,,,,
E4,99,02-Jun,Logan/Diego,16,,,,,,,,
E4,100,02-Jun,Logan/Diego,16.5,,,,,,,,
E4,101,02-Jun,Logan/Diego,12.5,,,,,,,,
E4,102,02-Jun,Logan/Diego,14.5,,,,,,,,
E4,103,02-Jun,Logan/Diego,16,,,,,,,,
E4,104,02-Jun,Logan/Diego,14,,,,,,,,
E4,105,02-Jun,Logan/Diego,12.5,,,,,,,,
E4,106,02-Jun,Logan/Diego,17,,,,,,,,
E4,107,02-Jun,Logan/Diego,14,,,,,,,,
E4,108,02-Jun,Logan/Diego,19,,,,,,,,
E4,109,02-Jun,Logan/Diego,13,,,,,,,,
E4,110,02-Jun,Logan/Diego,16,,,,,,,,
E4,111,02-Jun,Logan/Diego,10,,,,,,,,
E4,112,02-Jun,Logan/Diego,10,,,,,,,,
E4,113,02-Jun,Logan/Diego,17,,,,,,,,
E4,114,02-Jun,Logan/Diego,9,,,,,,,,
E4,115,02-Jun,Logan/Diego,17.5,,,,,,,,
E4,116,02-Jun,Logan/Diego,17.5,,,,,,,,
E4,117,02-Jun,Logan/Diego,16,,,,,,,,
E4,118,02-Jun,Logan/Diego,15.5,,,,,,,,
E4,119,02-Jun,Logan/Diego,8,,,,,,,,
E4,120,02-Jun,Logan/Diego,18.5,,,,,,,,
E4,121,02-Jun,Logan/Diego,13.5,,,,,,,,
E4,122,02-Jun,Logan/Diego,14,,,,,,,,
E4,123,02-Jun,Logan/Diego,11.5,,,,,,,,
E4,124,02-Jun,Logan/Diego,13,,,,,,,,
E4,125,02-Jun,Logan/Diego,12,,,,,,,,
E4,126,02-Jun,Logan/Diego,38,,,,,,,,
E4,127,02-Jun,Logan/Diego,18,,,,,,,,
E4,128,02-Jun,Logan/Diego,17,,,,,,,,
E4,129,02-Jun,Logan/Diego,22,,,,,,,,
E4,130,02-Jun,Logan/Diego,20,,,,,,,,
E4,131,02-Jun,Logan/Diego,8,,,,,,,,
E4,132,02-Jun,Logan/Diego,10,,,,,,,,
E4,133,02-Jun,Logan/Diego,12,,,,,,,,
E4,134,02-Jun,Logan/Diego,17,,,,,,,,
E4,135,02-Jun,Logan/Diego,11,,,,,,,,
E4,136,02-Jun,Logan/Diego,14,,,,,,,,
E4,137,02-Jun,Logan/Diego,10,,,,,,,,
E4,138,02-Jun,Logan/Diego,26,,,,,,,,
E4,139,02-Jun,Logan/Diego,12,,,,,,,,
E4,140,02-Jun,Logan/Diego,13,,,,,,,,
E4,141,02-Jun,Logan/Diego,9,,,,,,,,
E4,142,02-Jun,Logan/Diego,12,,,,,,,,
E4,143,02-Jun,Logan/Diego,15,,,,,,,,
E4,144,02-Jun,Logan/Diego,9,,,,,,,,
E4,145,02-Jun,Logan/Diego,22,,,,,,,,
E4,146,02-Jun,Logan/Diego,20,,,,,,,,
E4,147,02-Jun,Logan/Diego,16,,,,,,,,
E4,148,02-Jun,Logan/Diego,9,,,,,,,,
E4,149,02-Jun,Logan/Diego,10,,,,,,,,
E4,150,02-Jun,Logan/Diego,16,,,,,,,,
E4,151,02-Jun,Logan/Diego,15,,,,,,,,
E4,152,02-Jun,Logan/Diego,17,,,,,,,,
E4,153,02-Jun,Logan/Diego,5,,,,,,,,
E4,154,02-Jun,Logan/Diego,7,,,,,,,,
E4,155,02-Jun,Logan/Diego,13.5,,,,,,,,
E4,156,02-Jun,Logan/Diego,18,,,,,,,,
E4,157,02-Jun,Logan/Diego,14.5,,,,,,,,
E4,158,02-Jun,Logan/Diego,7,,,,,,,,
E4,159,02-Jun,Logan/Diego,14,,,,,,,,
E4,160,02-Jun,Logan/Diego,18,,,,,,,,
E4,161,02-Jun,Logan/Diego,11,,,,,,,,
E4,162,02-Jun,Logan/Diego,22,,,,,,,,
E4,163,02-Jun,Logan/Diego,12,,,,,,,,
E4,164,02-Jun,Logan/Diego,14.5,,,,,,,,
E4,165,02-Jun,Logan/Diego,14,,,,,,,,
E4,166,02-Jun,Logan/Diego,12.5,,,,,,,,
E4,167,02-Jun,Logan/Diego,7.5,,,,,,,,
E4,168,02-Jun,Logan/Diego,9,,,,,,,,
E4,169,02-Jun,Logan/Diego,9,,,,,,,,
E4,170,02-Jun,Logan/Diego,13.5,,,,,,,,
E4,171,02-Jun,Logan/Diego,16,,,,,,,,
E4,172,02-Jun,Logan/Diego,11,,,,,,,,
E4,173,02-Jun,Logan/Diego,19,,,,,,,,
E4,174,02-Jun,Logan/Diego,13,,,,,,,,
E4,175,02-Jun,Logan/Diego,15.5,,,,,,,,
E4,176,02-Jun,Logan/Diego,13.5,,,,,,,,
E4,177,02-Jun,Logan/Diego,15,,,,,,,,
E4,178,02-Jun,Logan/Diego,NA,,,,,,,,
E4,179,02-Jun,Logan/Diego,12,,,,,,,,
E4,180,02-Jun,Logan/Diego,20,,,,,,,,
E4,181,02-Jun,Logan/Diego,28,,,,,,,,
E4,182,02-Jun,Logan/Diego,22,,,,,,,,
E4,183,02-Jun,Logan/Diego,18,,,,,,,,
E4,184,02-Jun,Logan/Diego,7,,,,,,,,
E4,185,02-Jun,Logan/Diego,18,,,,,,,,
E4,186,02-Jun,Logan/Diego,29,,,,,,,,
E4,187,02-Jun,Logan/Diego,11,,,,,,,,
E4,188,02-Jun,Logan/Diego,18,,,,,,,,
E4,189,02-Jun,Logan/Diego,33,,,,,,,,
E4,190,02-Jun,Logan/Diego,24,,,,,,,,
E4,191,02-Jun,Logan/Diego,29,,,,,,,,
E4,192,02-Jun,Logan/Diego,21,,,,,,,,
E4,193,02-Jun,Logan/Diego,11,,,,,,,,
E4,194,02-Jun,Logan/Diego,19,,,,,,,,
E4,195,02-Jun,Logan/Diego,17.5,,,,,,,,
E4,196,02-Jun,Logan/Diego,29,,,,,,,,
E4,197,02-Jun,Logan/Diego,16,,,,,,,,
E4,198,02-Jun,Logan/Diego,11,,,,,,,,
E4,199,02-Jun,Logan/Diego,NA,,,,,,,,
E4,200,02-Jun,Logan/Diego,NA,,,,,,,,
E5,1,02-Jun,Logan/Diego,18,,,,,,,,
E5,2,02-Jun,Logan/Diego,8,,,,,,,,
E5,3,02-Jun,Logan/Diego,15,,,,,,,,
E5,4,02-Jun,Logan/Diego,15,,,,,,,,
E5,5,02-Jun,Logan/Diego,17,,,,,,,,
E5,6,02-Jun,Logan/Diego,15,,,,,,,,
E5,7,02-Jun,Logan/Diego,NA,,,,,,,,
E5,8,02-Jun,Logan/Diego,12,,,,,,,,
E5,9,02-Jun,Logan/Diego,7,,,,,,,,
E5,10,02-Jun,Logan/Diego,7,,,,,,,,
E5,11,02-Jun,Logan/Diego,6,,,,,,,,
E5,12,02-Jun,Logan/Diego,7,,,,,,,,
E5,13,02-Jun,Logan/Diego,10,,,,,,,,
E5,14,02-Jun,Logan/Diego,9,,,,,,,,
E5,15,02-Jun,Logan/Diego,7,,,,,,,,
E5,16,02-Jun,Logan/Diego,9,,,,,,,,
E5,17,02-Jun,Logan/Diego,8.5,,,,,,,,
E5,18,02-Jun,Logan/Diego,9,,,,,,,,
E5,19,02-Jun,Logan/Diego,8,,,,,,,,
E5,20,02-Jun,Logan/Diego,17,,,,,,,,
E5,21,02-Jun,Logan/Diego,11,,,,,,,,
E5,22,02-Jun,Logan/Diego,14,,,,,,,,
E5,23,02-Jun,Logan/Diego,12,,,,,,,,
E5,24,02-Jun,Logan/Diego,8,,,,,,,,
E5,25,02-Jun,Logan/Diego,17,,,,,,,,
E5,26,02-Jun,Logan/Diego,10,,,,,,,,
E5,27,02-Jun,Logan/Diego,11,,,,,,,,
E5,28,02-Jun,Logan/Diego,14,,,,,,,,
E5,29,02-Jun,Logan/Diego,17.5,,,,,,,,
E5,30,02-Jun,Logan/Diego,13,,,,,,,,
E5,31,02-Jun,Logan/Diego,12,,,,,,,,
E5,32,02-Jun,Logan/Diego,5,,,,,,,,
E5,33,02-Jun,Logan/Diego,15,,,,,,,,
E5,34,02-Jun,Logan/Diego,8,,,,,,,,
E5,35,02-Jun,Logan/Diego,16,,,,,,,,
E5,36,02-Jun,Logan/Diego,6.5,,,,,,,,
E5,37,02-Jun,Logan/Diego,7,,,,,,,,
E5,38,02-Jun,Logan/Diego,18,,,,,,,,
E5,39,02-Jun,Logan/Diego,12,,,,,,,,
E5,40,02-Jun,Logan/Diego,12,,,,,,,,
E5,41,02-Jun,Logan/Diego,11,,,,,,,,
E5,42,02-Jun,Logan/Diego,15,,,,,,,,
E5,43,02-Jun,Logan/Diego,4.5,,,,,,,,
E5,44,02-Jun,Logan/Diego,13,,,,,,,,
E5,45,02-Jun,Logan/Diego,6,,,,,,,,
E5,46,02-Jun,Logan/Diego,11,,,,,,,,
E5,47,02-Jun,Logan/Diego,17,,,,,,,,
E5,48,02-Jun,Logan/Diego,13,,,,,,,,
E5,49,02-Jun,Logan/Diego,10,,,,,,,,
E5,50,02-Jun,Logan/Diego,8.5,,,,,,,,
E5,51,02-Jun,Logan/Diego,13.5,,,,,,,,
E5,52,02-Jun,Logan/Diego,11.5,,,,,,,,
E5,53,02-Jun,Logan/Diego,NA,,,,,,,,
E5,54,02-Jun,Logan/Diego,7.5,,,,,,,,
E5,55,02-Jun,Logan/Diego,7,,,,,,,,
E5,56,02-Jun,Logan/Diego,12.5,,,,,,,,
E5,57,02-Jun,Logan/Diego,14.5,,,,,,,,
E5,58,02-Jun,Logan/Diego,11,,,,,,,,
E5,59,02-Jun,Logan/Diego,14.5,,,,,,,,
E5,60,02-Jun,Logan/Diego,11,,,,,,,,
E5,61,02-Jun,Logan/Diego,20,,,,,,,,
E5,62,02-Jun,Logan/Diego,19,,,,,,,,
E5,63,02-Jun,Logan/Diego,18,,,,,,,,
E5,64,02-Jun,Logan/Diego,20,,,,,,,,
E5,65,02-Jun,Logan/Diego,15.5,,,,,,,,
E5,66,02-Jun,Logan/Diego,12,,,,,,,,
E5,67,02-Jun,Logan/Diego,8,,,,,,,,
E5,68,02-Jun,Logan/Diego,27,,,,,,,,
E5,69,02-Jun,Logan/Diego,8.5,,,,,,,,
E5,70,02-Jun,Logan/Diego,14,,,,,,,,
E5,71,02-Jun,Logan/Diego,8,,,,,,,,
E5,72,02-Jun,Logan/Diego,12.5,,,,,,,,
E5,73,02-Jun,Logan/Diego,13,,,,,,,,
E5,74,02-Jun,Logan/Diego,8,,,,,,,,
E5,75,02-Jun,Logan/Diego,17,,,,,,,,
E5,76,02-Jun,Logan/Diego,13,,,,,,,,
E5,77,02-Jun,Logan/Diego,19,,,,,,,,
E5,78,02-Jun,Logan/Diego,NA,,,,,,,,
E5,79,02-Jun,Logan/Diego,15,,,,,,,,
E5,80,02-Jun,Logan/Diego,12,,,,,,,,
E5,81,02-Jun,Logan/Diego,7,,,,,,,,
E5,82,02-Jun,Logan/Diego,17.5,,,,,,,,
E5,83,02-Jun,Logan/Diego,10,,,,,,,,
E5,84,02-Jun,Logan/Diego,NA,,,,,,,,
E5,85,02-Jun,Logan/Diego,14,,,,,,,,
E5,86,02-Jun,Logan/Diego,11,,,,,,,,
E5,87,02-Jun,Logan/Diego,17,,,,,,,,
E5,88,02-Jun,Logan/Diego,14,,,,,,,,
